id,url,keyword,content,author,postdate,source,num_likes
11,FwR4x9Rqwac,서울대병원,좋은하루 보내세요 ~👍,만덕,20211110T07:18:13Z,Youtube,0
12,2IWIVz7b-NU,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211109T07:02:14Z,Youtube,0
13,2IWIVz7b-NU,서울대병원,마구니가 끼었구나~~옴마니반메훔,챠니,20211110T12:00:24Z,Youtube,0
14,2IWIVz7b-NU,서울대병원,ㅋㅋㅋㅋㅋ역쉬 자이홍 연기력은 아무도 따라오지 못....,안선미,20211110T02:20:32Z,Youtube,2
15,2IWIVz7b-NU,서울대병원,"안녕하세요 🍒자이홍 님과 서울대병원 안과 🍒이윤진 선생님과 🍒제작진분들 🙏.《다래끼 》- 다래끼 : 속눈썹의 모낭의 피지선에 일어나는 급성 화농성 염증.- 원인 : 눈꺼풀을 깨끗이 씻지 않으면 지질분비샘에 각질이 쌓여 쌓인 아 각질로 인한 염증, 세균감염.- 전염되지 않는다. - 기름종이로 닦는 것은 효과 없다. - 외관상 보기 좋아 수술하는 경우도 있지만,  대부분 온열요법이나 약물(안약)을 사용하면 자연스럽게 호전됨- 예방법   • 하루 3회 5뷴 정도 온찜질하기  • 눈꺼풀 클렌저 재품으로 눈꺼풀테 주위를 닦아주기자이홍 님과 원호 PD남의 연기👍👍👍👍👍~^^자세한 설명과 두 분 연기 덕분에 재밌게 다래끼에 대해 알게 됐어요. 고맙습니다 🙏. 💗",오영도,20211109T13:21:53Z,Youtube,0
16,2IWIVz7b-NU,서울대병원,재밌고 유익한 영상 잘 보고 갑니다!,lee승연,20211109T07:45:08Z,Youtube,0
17,2IWIVz7b-NU,서울대병원,좋은 정보 알려주셔서 감사합니다~,Heejung Kim,20211109T07:15:39Z,Youtube,0
18,2IWIVz7b-NU,서울대병원,"다래끼를 그렸나요;; 덜덜,,, 기름종이는 정말 기발한 방법이네요;",jh i,20211109T07:05:34Z,Youtube,0
19,3TURpkTffdQ,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211108T07:08:04Z,Youtube,0
20,3TURpkTffdQ,서울대병원,"전에 급성 신우신염을 앓은적이 있는데,요즘 야뇨증 피로 단백뇨 다 있는 것 같아요 3기인듯 ㅠㅠ 빨리 병원에 가봐야 겠죠?? 3기인데, 식사조절하고, 운동해서 살 빼면 병원 안 가도 나을까요??ㅠㅠ",ji young kim,20211109T15:39:27Z,Youtube,0
21,3TURpkTffdQ,서울대병원,와우! 김가영 아나운서 너무 이쁘시네요! 잘 치료가 안된다고 하니 무섭네요 ㅠㅠ,jh i,20211108T07:49:03Z,Youtube,0
22,3TURpkTffdQ,서울대병원,고맙습니다 ~☕🍁🍂👍,만덕,20211108T07:48:58Z,Youtube,0
23,3TURpkTffdQ,서울대병원,좋은 정보 감사합니다.건강톡톡 화이팅!입니다.,돌이호,20211108T07:27:12Z,Youtube,0
24,908gcZVgoPY,서울대병원,쫌 충원해라~,November Rain,20211109T05:40:19Z,Youtube,0
25,JD4TvvS7kok,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211107T00:34:24Z,Youtube,11
26,JD4TvvS7kok,서울대병원,궁금한 것 이 있습니다.1. 중증환자 나이대별 비율과 기저질환 여부 2. 코로나 백신 맞은 후 6개월 이내에 중증으로 넘어간 비율   이 부분에 대해 알려주실 수 있나요?,꿈꾸는J,20211110T14:27:37Z,Youtube,0
27,JD4TvvS7kok,서울대병원,"영화 &#39;감기&#39; 를 볼 땐 진짜 바이러스가 퍼지면 저렇게 되나 이 생각 했는데, 생각이 현실로 되어 버렸다.",신필립,20211110T11:23:44Z,Youtube,0
28,JD4TvvS7kok,서울대병원,"<a href=""https://www.youtube.com/watch?v=JD4TvvS7kok&amp;t=1m41s"">1:41</a> ㅋㅋㅋㅋ 머선일이고!! 귀여우심.. 이런거 보면 다 같은 저 나이대 친구들 같은데 하는 일은 너무 멋지고 존경스럽다ㅠ",옙,20211110T11:10:12Z,Youtube,3
29,JD4TvvS7kok,서울대병원,"환자와 가장 오랜 시간 함께, 환자와 가장 가까이에 있는 간호사 선생님들 정말 고생많으십니다..",옙,20211110T11:07:25Z,Youtube,2
30,JD4TvvS7kok,서울대병원,고맙습니다 ㅠㅠ 항상 고마울따름입니다,김준형,20211110T09:22:22Z,Youtube,0
31,JD4TvvS7kok,서울대병원,저분들 월급곱배기로 줘야 하는거아님??,슝슝슝,20211110T01:43:43Z,Youtube,2
32,JD4TvvS7kok,서울대병원,위드코로나  조심,이름성,20211110T00:50:38Z,Youtube,0
33,JD4TvvS7kok,서울대병원,존경스럽습니다~!,Ryu jin Park,20211109T18:09:41Z,Youtube,1
34,JD4TvvS7kok,서울대병원,대한민국이 왜 이렇게까지 됐나..지켜보는 사람들도 마음이 너무 아프고 대단하고존경스럽다.. 여러분 세계 모든 나라들을 위해기도도 하고 저희 정신 차리고 방역수칙 잘 지켜요,ww wo,20211109T15:50:56Z,Youtube,2
35,JD4TvvS7kok,서울대병원,존경합니다,hui,20211109T06:02:09Z,Youtube,1
36,JD4TvvS7kok,서울대병원,힘내세요 항상 감사합니다 우리공주가 아파서 입원해서 간호해주셨던 의료진분들 감사합니다,이세하,20211109T05:58:24Z,Youtube,2
37,JD4TvvS7kok,서울대병원,감사합니다 응원합니다. 의료진분들,소이갈릭스,20211109T04:06:58Z,Youtube,2
38,JD4TvvS7kok,서울대병원,중증환자분들이 걸어서 퇴원하시는거 보면 정말 보람되시겠어요...Dicu 화이팅!!!!,light sun,20211109T03:48:22Z,Youtube,5
39,JD4TvvS7kok,서울대병원,코로나로 보라매병원에 2주입원했었는데 진짜 의료진들 너무 고생많으세요 옆에서 보지않으면 진짜 알기어려워요 너무 감사합니다,찹쌀떡애긩이,20211108T21:57:03Z,Youtube,6
40,JD4TvvS7kok,서울대병원,진짜 고생하십니다 ㅜㅜ,나성범벌크업,20211108T17:31:33Z,Youtube,3
41,JD4TvvS7kok,서울대병원,눈물이 핑도네요그리고 감사합니다..고맙습니다..,미닝,20211108T13:04:47Z,Youtube,3
42,JD4TvvS7kok,서울대병원,의료진 분들 항상 수고의 응원의 말을 전합니다 저는 간호학과 에 진학에서 나중에 미래의 저도 의료진으로 일하고 싶은 고등학생입니다 의료진 선생님 들 모든 분들 존경합니다,이민경,20211108T12:32:26Z,Youtube,7
43,JD4TvvS7kok,서울대병원,의료진분들 너무너무 감사합니다.많은분들의 생명을위해 보이지않는곳에서 일해주셔서 감사합니다.하루하루 그저감사한마음으로 살겠습니다.눈물나네요.건강잘지키시면서 일하세요.,k우주의기운,20211108T09:45:23Z,Youtube,5
44,JD4TvvS7kok,서울대병원,영상을 보면서 위기대응 중환자실 모든 의료진분들 너무 고생 많으시네요~ㅠㅠ 보는 내내 울컥했어요~ㅠㅠ 의료진분들 덕분 입니다~👍🏻👍🏻👍🏻,달려라 쿠마77,20211108T08:34:57Z,Youtube,4
45,JD4TvvS7kok,서울대병원,두려움을 이겨내고 자기일에 최선을 다하는 모습만으로도 박수 받아야 하는 분들입니다!,jh i,20211108T07:46:26Z,Youtube,5
46,JD4TvvS7kok,서울대병원,"꼭 중환자 입원단계까지 가지 않더라도, 일반 확진자 한 명에게도 다수의 의료진분들이 투입되게 됩니다. 확진자 수가 더 증가한다면, 인력적 한계로 인해 의료시스템 마비가 되는 것은 당연지사입니다. 제발 거리두기 잘 하시고, 방역수칙 잘 지켜주세요.",MX k,20211108T03:40:30Z,Youtube,36
47,JD4TvvS7kok,서울대병원,의료진들 고생생각해서라도 자기관리는  알아서해야지. 술먹고노는거에 정신나간인간들 ㅡㅡ..,양은지,20211108T02:30:34Z,Youtube,0
48,JD4TvvS7kok,서울대병원,와 ㅠㅠㅠㅠ 너무 멋집니다ㅠㅠㅠ 서울대 병원 직원분들 최고세요! 환자분들도 꼭 빠른 완치를 빕니다.,김서형,20211108T01:01:38Z,Youtube,6
49,JD4TvvS7kok,서울대병원,진짜 이런분들 월급을 수당을 제대로안주는 이게 나라냐???진짜 목숨걸고 하는일에는 그만큼 대우를 좀 해줘라 쓸데없는데 돈좀 쳐쓰지말고특히 지가잘못해서 코로나걸린애들 세금으로 치료해주는게 재일이해안감,se hor,20211107T15:57:43Z,Youtube,5
50,JD4TvvS7kok,서울대병원,코로나 중환자실의 모습이 너무 생생하네요. 코로나 상황이 길어지는 만큼 최접점의 간호사들의 여건도 더욱 체계적으로 개선되면 좋겠습니다. 늘 감사합니다☺️,팥로그 Potlog,20211107T15:01:08Z,Youtube,7
51,JD4TvvS7kok,서울대병원,ㅠㅠ,호옹,20211107T14:15:37Z,Youtube,0
52,JD4TvvS7kok,서울대병원,환자들이  의지할사람은 의료진분들입니다  너무고생많으시고  애쓰십니다너무감사합니다항상  응원합니다 화이팅하세요~~^^,서양선,20211107T13:57:18Z,Youtube,4
53,JD4TvvS7kok,서울대병원,감사합니다..,강석원,20211107T11:17:38Z,Youtube,0
54,JD4TvvS7kok,서울대병원,영상을 보는 내내 마음이 먹먹해집니다. DICU 모든 의료진분들의 노고에 깊이 감사드립니다. 진심으로 존경합니다.환자의 쾌유와 더불어 의료진분들께서도 지치지 않으시고 코로나로부터도 안전하시길 기도하고 응원합니다.,Ellie Kim,20211107T09:33:12Z,Youtube,15
55,JD4TvvS7kok,서울대병원,멋있어요!,이종찬,20211107T07:13:19Z,Youtube,1
56,JD4TvvS7kok,서울대병원,ㅋㅋㅋㅋㅋ 😂 😂,Gaeun Lee,20211107T15:43:15Z,Youtube,0
57,JD4TvvS7kok,서울대병원,의사 안철수 어디갔니?,오형석,20211107T06:33:42Z,Youtube,1
58,JD4TvvS7kok,서울대병원,왜 여기서 찾아;;; 모든 게 다 남탓,ᄋᄋ,20211108T06:11:32Z,Youtube,1
59,JD4TvvS7kok,서울대병원,나도 매일 야근에.. 힘들음,오형석,20211107T06:29:01Z,Youtube,1
60,JD4TvvS7kok,서울대병원,안녕하세요 🍒위기대응 중환자실 간호사분들🙏.영상 보며 감동이...지금 이 순간도 오로지 환자 쾌유를 위해 여러가지 힘듦을 이겨내시고 계신 그 맘에 감사의 두 손 모읍니다 🙏. 고맙습니다 🙏.💗,오영도,20211107T06:21:53Z,Youtube,6
61,JD4TvvS7kok,서울대병원,지금 이분들은 본인들 할일보다 더더더 오바됏음 전염병시국과 고령화로 앞날엔 이분들 없음 살수잇는 사람도 죽음 무조건 감사하게 생각해야 됨,대군주상애비,20211107T06:02:16Z,Youtube,2
62,JD4TvvS7kok,서울대병원,응원해요🏥화이팅하세요,이지혜,20211107T04:53:31Z,Youtube,3
63,JD4TvvS7kok,서울대병원,이시국화이팅간호사도요,이지혜,20211107T04:51:12Z,Youtube,2
64,JD4TvvS7kok,서울대병원,모든 전염병과 환자옆엔 간호사가 환자 커버했다고 해도 과언이 아니다...,jj k,20211107T03:32:22Z,Youtube,9
65,JD4TvvS7kok,서울대병원,보는 내내 울컥했습니다.드릴 건 감사와 존경뿐이네요~ 지치지 마시고 조금만 더 힘내주세요! 응원합니다!세상 누구보다 위대하신 의료진분들👍💕,Seiyu,20211107T03:13:28Z,Youtube,25
66,JD4TvvS7kok,서울대병원,알고도 모른척하고 손해 볼 줄 알지만 베푸는 바보가 되어도 괜찮지 않을까요 라고 말하는 여러분(의료진)들의 아름다운 자비는 고결의 진정한 상징입니다...그래서 백의의 천사라고 불리는 것 입니다 ~늘 건강 유의하시고 보람있는 시간 되시길 기원합니다 ~💚💖💙💛💜⚘💕~⚘🌝🌞😀🌈~🎉🎊🎉~👍👍👍,만덕,20211107T03:09:28Z,Youtube,24
67,JD4TvvS7kok,서울대병원,의사의 수고로움도 크지만환자 간호는 오롯이 간호사의 몫.이들의 노고에 박수를 보냅니다.,조정희,20211107T02:47:27Z,Youtube,50
68,JD4TvvS7kok,서울대병원,감사합니다 고맙습니다 존경합닏ㄱㆍ,dongne 7,20211107T01:15:00Z,Youtube,5
69,JD4TvvS7kok,서울대병원,위드코로나로 느슨해지려는 마음을 영상을 보고 다잡았습니다. 보이지않은 곳에서 애써주시는 의료진분들 다시 한번 감사드려요!,Juhyeon Kim,20211107T01:06:12Z,Youtube,34
70,JD4TvvS7kok,서울대병원,머선일이고? ㅎㅎDICU선생님들 사람을 살리는 분들!바쁜 중에도 환자를 향한 따뜻한 마음이 곳곳에서  보입니다.,Cathy,20211107T00:55:47Z,Youtube,15
71,JD4TvvS7kok,서울대병원,항상감사합니다,황황경규,20211107T00:53:02Z,Youtube,6
72,JD4TvvS7kok,서울대병원,정말 고생많으세요. 응원합니다,PD자이홍,20211107T00:47:09Z,Youtube,7
73,5NKh1cBHSuw,서울대병원,찬원씨코로난줄알고  십넨감수했네  찬만다행이네요  꼭  건강챙기시고  잠도좀주무세요  건강꼭챙  기세요  많이사랑합니다  ♡♡♡,이연순연순,20211110T13:59:35Z,Youtube,0
74,5NKh1cBHSuw,서울대병원,응원합니다찬원군사랑 합니다,오영수,20211108T04:28:28Z,Youtube,0
75,5NKh1cBHSuw,서울대병원,빕잘못뭇나,일상,20211107T18:57:14Z,Youtube,1
76,5NKh1cBHSuw,서울대병원,이찬원가수늘응원합니다 이찬원가수화이팅❤❤❤,김순이,20211107T03:41:54Z,Youtube,3
77,5NKh1cBHSuw,서울대병원,질랄한다,찬원지예,20211106T23:41:51Z,Youtube,5
78,5NKh1cBHSuw,서울대병원,울 찬원님 착한 마음 빛나는 성품 타의 모범을 보여 줌으로서 많은 위안을 받고 울 찬원님을 더 좋아 합니다 응원 할께요~~,일자 박,20211106T23:22:07Z,Youtube,7
79,5NKh1cBHSuw,서울대병원,찬원님부산콘스트축하해요항상응원ㅅ살게요사랑해요,이재임,20211106T22:50:18Z,Youtube,6
80,5NKh1cBHSuw,서울대병원,외거진말하는거야,이부순다,20211107T03:06:58Z,Youtube,0
81,90IicMbOtJw,서울대병원,"넘나 멋진 장민호님,울동원군  아빠에게 전화하길잘하셨어요^^~좋은사람끼리 서로 품앗이하며  의지되는삶이 얼마나 아름다운지모릅니다~~마치 가족같다는 생각이들어 마냥 훈훈합니다^^~♡우리 어린동원이를 물심양면으로가까이서  챙겨주시고 친조카처럼 사랑해주심 뿌듯한 감동입니다!!ㅎ부모님 서울대병원으로가셨으니까 안심해도 됩니다얼굴만 잘생긴줄알았더니 인성도좋은 장민호님 나의 원픽입니다콘서트잘마치고오세용^^승승장구하세요~♡♡♡화이팅~~!!!♡♡♡♡♡",선종녀,20211107T03:01:30Z,Youtube,0
82,90IicMbOtJw,서울대병원,민호씨  걱정말아요동원군이  잘 보살펴줄꺼예요우찌 저리 좋은일도  많이하고동원군  화이팅 입니다민우삼촌이랑  동원군은  가족입니다♡♡♡♡,lkm7011,20211106T16:57:53Z,Youtube,2
83,90IicMbOtJw,서울대병원,아휴어째요?효자장민호님걱정말아요콘서트성공하시고돌아오세요,민순애,20211106T15:59:54Z,Youtube,2
84,90IicMbOtJw,서울대병원,장민가수 모친 건강이 안좋아요 빠른 쾌유을빕니다,손정옥,20211106T13:36:57Z,Youtube,2
85,90IicMbOtJw,서울대병원,Beautiful. Thanks you for sharing video great,Dương Đức,20211106T13:26:25Z,Youtube,0
86,RaV1W8m4OmU,서울대병원,건강 전문 채널 잘 보고 있습니다^^,sunny yun,20211109T15:32:30Z,Youtube,0
87,RaV1W8m4OmU,서울대병원,감사합니다많은도움이되었습니다,한비단,20211109T13:56:17Z,Youtube,0
88,RaV1W8m4OmU,서울대병원,안녕하세요 비온뒤 정진희 PD입니다. 도움이 되셨다니 감사합니다~~,의학채널 비온뒤,20211110T01:24:04Z,Youtube,0
89,RaV1W8m4OmU,서울대병원,두박사님.  감사합니다. 겨울이. 안녕,Yu Stokes,20211109T00:16:05Z,Youtube,6
90,RaV1W8m4OmU,서울대병원,안녕하세요. 비온뒤 김용태PD입니다. 응원 감사합니다.,의학채널 비온뒤,20211109T10:41:01Z,Youtube,1
91,RaV1W8m4OmU,서울대병원,안녕하세요♡교수님 성명 좀 알려주세요^♡^,김성자,20211108T10:19:04Z,Youtube,1
92,RaV1W8m4OmU,서울대병원,안녕하세요 비온뒤 김싱아PD입니다 :) 서울대학교병원 정신건강의학과 이동영 교수입니다!,의학채널 비온뒤,20211108T13:20:47Z,Youtube,0
93,RaV1W8m4OmU,서울대병원,안녕하세요 두벅사님께 감사드립니다^^한가지질문이있어서 올리오니 답변을 부탁드립니다^^저는 관절이좀 심하기때문에 걷는운동을 하기가 좀 불편해서 (발목펌프 기구)를 사용하는편입니다.이런기구를 사용하는것으로도 도움이되는지요? 부탁드립니다^^수고하신 두박사님들감사드립니다☆☆☆,이내자,20211107T22:00:47Z,Youtube,2
94,RaV1W8m4OmU,서울대병원,개새끼신경쓰이내요정말보기안좋으내요,조인자인자,20211109T06:55:31Z,Youtube,0
95,RaV1W8m4OmU,서울대병원,안녕하세요 비온뒤 김싱아PD입니다 :) 유튜브 댓글보다 더 빠르고 정확한 전문의의 답변을 받아보실 수 있는 방법을 소개해드리려고 합니다! 비온뒤 홈페이지(www.aftertherain.kr) 커뮤니티란에 해당 질문을 남겨주시면 엄선된 비온뒤 멘토들의 답변을 바로 받아보실 수 있습니다. 비온뒤 홈페이지에서 꼭 도움 받으시면 좋겠습니다! 댓글 남겨주셔서 감사드리고 오늘도 좋은 하루 보내세요~,의학채널 비온뒤,20211108T02:36:52Z,Youtube,2
96,RaV1W8m4OmU,서울대병원,등산북한산나이가몇살까지등산가능합니까?,あ,20211107T14:16:24Z,Youtube,2
97,RaV1W8m4OmU,서울대병원,"안녕하세요 모든 질문은 저희 홈페이지 커뮤니티를 통해서 받고 있습니다. <a href=""https://www.aftertherain.kr/community.php"">https://www.aftertherain.kr/community.php</a>이쪽에 질문을 남겨주시면 전문의 분들의 답변을 받으실 수 있습니다! (양동주PD)",의학채널 비온뒤,20211108T05:59:07Z,Youtube,0
98,RaV1W8m4OmU,서울대병원,먹는것코트에서모르겠어여뭘먹어편식하지말고지엠오과일지엠오조사원강성태박사7만명우리학과엘지번자7만명70억명19억명이영현외계인우주인버진갤럭티?제프존슨빌게이츠미란다게이츠이승훈이학박사신주혁이학박사아부이반과학자어무이학자,あ,20211107T14:15:40Z,Youtube,1
99,RaV1W8m4OmU,서울대병원,약들이신주혁먹느물약우한감기밑에집소음방음안돼?어무이나는조용히화장실공사날림공사파이자,あ,20211107T14:09:46Z,Youtube,1
100,RaV1W8m4OmU,서울대병원,교수님이 인품이 좋으시고 신중하신거같아요,보보주주,20211107T13:15:30Z,Youtube,3
101,RaV1W8m4OmU,서울대병원,안녕하십니까 .저는 경도인지 장애로 2년전 부터 약을먹고  있는데 근래와서 더 건망증이 심해지고 머리가 무거워 더 이상해지는 느낌이듭니다.특히 오후 2~3시가되면 졸음이와서  자야만  하는 실정입니다. 저 같은 경우 어떻거 해야 하는지 좋은 안내 부탁드리겠습니다.,김영화,20211107T06:54:30Z,Youtube,0
102,RaV1W8m4OmU,서울대병원,"안녕하세요 모든 질문은 저희 홈페이지 커뮤니티를 통해서 받고 있습니다. <a href=""https://www.aftertherain.kr/community.php"">https://www.aftertherain.kr/community.php</a>이쪽에 질문을 남겨주시면 전문의 분들의 답변을 받으실 수 있습니다! (양동주PD)",의학채널 비온뒤,20211108T04:08:20Z,Youtube,0
103,RaV1W8m4OmU,서울대병원,87세된 할머니 기억력이 없으시며 의심이 많아서 도우미가 매우 힘들어 하십니다 정신과 약도 흠쳐 갔다고 의심 하시는데 좋은약이나 치료가 있습니까?,김태조,20211107T02:16:46Z,Youtube,1
104,RaV1W8m4OmU,서울대병원,안녕하세요 비온뒤 김싱아PD입니다 :) 유튜브 댓글보다 더 빠르고 정확한 전문의의 답변을 받아보실 수 있는 방법을 소개해드리려고 합니다! 비온뒤 홈페이지(www.aftertherain.kr) 커뮤니티란에 해당 질문을 남겨주시면 엄선된 비온뒤 멘토들의 답변을 바로 받아보실 수 있습니다. 비온뒤 홈페이지에서 꼭 도움 받으시면 좋겠습니다! 댓글 남겨주셔서 감사드리고 오늘도 좋은 하루 보내세요~,의학채널 비온뒤,20211108T02:44:49Z,Youtube,0
105,RaV1W8m4OmU,서울대병원,자꾸 까먹는게 많아서 무섭긴하내용,박지현,20211107T00:35:09Z,Youtube,1
106,RaV1W8m4OmU,서울대병원,잘봣습니당,박지현,20211107T02:22:43Z,Youtube,2
107,RaV1W8m4OmU,서울대병원,안녕하세요 미국사는 65세 되는 애청자 입니다 수면장애 가 있는 데 수면제를 먹어서 잠을 충분히 자야 될까요 감사합니다,Hae young Reiter,20211106T09:24:22Z,Youtube,7
108,RaV1W8m4OmU,서울대병원,"안녕하세요 모든 질문은 저희 홈페이지 커뮤니티를 통해서 받고 있습니다. <a href=""https://www.aftertherain.kr/community.php"">https://www.aftertherain.kr/community.php</a>이쪽에 질문을 남겨주시면 전문의 분들의 답변을 받으실 수 있습니다! (양동주PD)",의학채널 비온뒤,20211108T02:52:48Z,Youtube,1
109,RaV1W8m4OmU,서울대병원,이야멋있다코라보꼴라쥬미술시간에대학교원희뭔일있었니?편지손편지에틀린글자강동진제이엠에스정명석과다정은석민관홍임종우수갑차면빼도박도못해,あ,20211107T14:08:14Z,Youtube,1
110,RaV1W8m4OmU,서울대병원,족보처럼,あ,20211107T13:42:15Z,Youtube,1
111,RaV1W8m4OmU,서울대병원,정몽구시진핑총리,あ,20211107T13:41:42Z,Youtube,1
112,RaV1W8m4OmU,서울대병원,허인순님!  저걸 한가지씩 따로따로 구입해야되나봐요??,이정숙,20211107T12:47:39Z,Youtube,0
113,RaV1W8m4OmU,서울대병원,홍박사님 치매안심센터 아무 도움안됩니다. 매일 물건이 없어지신다고 하셔서  어머니를 달래서 치매안심센터에 갔는데  인지장애가 있지만  큰 문제가 없다고 대수롭지 않게 진단하시는 바람에 어머니께서 치매아니라고 전문 병원가서 검사받을 필요 없다고  거부하시다 ...치매가 나날이 심해지셔서 결국.....손도 못쓰고 돌아가셨습니다 저는 치매안심센터는 아무 도움안되니 무조건 전문병원에 가시라고 권하고 싶습니다,Kang M.,20211106T08:09:52Z,Youtube,12
114,RaV1W8m4OmU,서울대병원,안타깝습니다 고인의 명복을 빌겠습니다,SBD,20211106T08:29:15Z,Youtube,4
115,RaV1W8m4OmU,서울대병원,안녕하세요 언제나 감사합니다 고맙습니다,금숙 김,20211106T08:02:24Z,Youtube,5
116,NfSKpSfQlW4,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211104T08:18:35Z,Youtube,0
117,NfSKpSfQlW4,서울대병원,은근 캐미가 좋습니다. 승연님.교수님 이름은 기억 안나네요....,홍석규,20211105T02:55:29Z,Youtube,0
118,NfSKpSfQlW4,서울대병원,새론 사람 응원합니다^^,정식 최,20211104T14:27:36Z,Youtube,0
119,NfSKpSfQlW4,서울대병원,좋은일만 가득하세요 ~⚘🎶🎼🎵💕,만덕,20211104T10:34:37Z,Youtube,0
120,NfSKpSfQlW4,서울대병원,참~ing~~~^^^,만덕,20211104T10:34:04Z,Youtube,0
121,NfSKpSfQlW4,서울대병원,똑순이 같이 예쁘고 사랑스러운 소녀 입니다 ~^^^💚💖💙⚘🌝🌞😀💕,만덕,20211104T10:31:53Z,Youtube,0
122,NfSKpSfQlW4,서울대병원,지식채널에도 가을 단풍이 찾아왔네요~계절감 있는 영상 잘 봤습니다ㅎㅎㅎ🍁🍂,챠니,20211104T07:46:12Z,Youtube,1
123,NfSKpSfQlW4,서울대병원,사회자가 안떠시고 잘하시네요!!,PD자이홍,20211104T07:17:01Z,Youtube,1
124,dhf3TmBpPZI,서울대병원,B,Sung Kim,20211108T02:42:30Z,Youtube,0
125,dhf3TmBpPZI,서울대병원,동원아 미친 엄마가 최고야 그렇게 살아 계모 다 그런 건 아니지만 다 소용 없더라,박완용,20211106T12:20:09Z,Youtube,2
126,dhf3TmBpPZI,서울대병원,동원군 친엄마가 두 아들을,XIANGJIN ZHENG,20211105T07:27:43Z,Youtube,4
127,dhf3TmBpPZI,서울대병원,잘 지켜주시기 바랍니다!,XIANGJIN ZHENG,20211105T07:28:38Z,Youtube,2
128,dhf3TmBpPZI,서울대병원,친모 사랑 어디 비아리요동원어머님두아들 함께하며 사세요ㅡ아직 동원 동현  친엄마진정한 ㅡ희생의사랑 필요합니다ㅡ,서옥순,20211105T01:53:00Z,Youtube,4
