id,url,keyword,content,author,postdate,source,num_likes
17,ppsyZUo0Eug,아이디병원,"안녕하세요~! 비용 상담은 본원 대표번호( 02-547-0050 )로 연락주시거나 아래 링크 클릭하셔서 접속하시면 바로 도와드리도록 하겠습니다. ○ 카카오톡 비용문의 → <a href=""https://pf.kakao.com/_yxlxmxhE"">https://pf.kakao.com/_yxlxmxhE</a>○ 아이디올 미니리프팅 → <a href=""https://bit.ly/3mZpq1i"">https://bit.ly/3mZpq1i</a>",아이디병원 - Beauty Wonderland,20211019T00:12:29Z,Youtube,0
18,ppsyZUo0Eug,아이디병원,정말 저도 하고 싶네요~!!,양정모,20211012T01:47:58Z,Youtube,1
19,ppsyZUo0Eug,아이디병원,잘된 성형만 공개 하고 안된것은 숨기는거 아닌가요?  믿기지 않을정도인데요? 다 그런것은아니지요?잘된 성형만 나오는거죠? ㅎㅎㅎㅎ 부작용이  많다 들었거든요 ㅠㅠㅠ  해보고 싶긴 해요 ㅠㅠㅠ 겁나서 ㅠㅠㅠ,괜시리,20211011T12:29:57Z,Youtube,5
20,ppsyZUo0Eug,아이디병원,와.. 얼굴라인 대박 !! 처진 부분만 정리되도 효과가 크네여!!,이지은,20211011T08:24:35Z,Youtube,2
21,ppsyZUo0Eug,아이디병원,진짜 잘되신듯.. 요즘 수술 기술이 좋아 졌나봐요~,김진,20211011T07:46:09Z,Youtube,2
22,QwoGxvLM5Ts,아이디병원,대표원장님편하기로한거아닌가요?ㅎ,Ejngjg B,20211008T04:36:17Z,Youtube,2
23,QwoGxvLM5Ts,아이디병원,원장님을 보니 .. 사모님도 엄청 따듯하신 분일것 같아요..! 애기들 이야기할때 눈에 꿀떨어지는거 .. 넘 서윗...☆국가에서는 원장님한테 세금감면혜택줘야하는거 아닌지... 출산률 바닥나는 판국에결혼장려영상이네여....,bulma,20211008T02:03:25Z,Youtube,3
24,QwoGxvLM5Ts,아이디병원,원장님 진짜 잘생기셨네용:) 담번에 살짝 보인 흰티 원장님 해주세용,HA JUNG,20211008T01:49:43Z,Youtube,4
25,QwoGxvLM5Ts,아이디병원,여보,김대진,20211019T11:48:37Z,Youtube,1
26,QwoGxvLM5Ts,아이디병원,".ㄱ.,",김대진,20211019T11:47:48Z,Youtube,1
27,iEsKL2Dba4A,아이디병원,어디고 왜 에프터 사진은 꼭 풀메일까요??,하라주쿠,20211007T10:19:05Z,Youtube,0
28,iEsKL2Dba4A,아이디병원,수술하시고 분위기가 고급스러워 지셨네여!! :ㅇ,이지은,20211006T03:07:48Z,Youtube,0
29,iEsKL2Dba4A,아이디병원,엄청이쁘네,정윤동,20211005T08:56:15Z,Youtube,0
30,0Tz0RfB0JR4,아이디병원,"🎵 아이디병원 틱톡 <a href=""https://www.tiktok.com/@idhospital_"">https://www.tiktok.com/@idhospital_</a>💌 카톡 간편 상담  <a href=""https://pf.kakao.com/_yxlxmxhE"">https://pf.kakao.com/_yxlxmxhE</a>📞 전화 상담 문의  02-547-0050💛 아이디성형외과 <a href=""https://bit.ly/3jwu0na"">https://bit.ly/3jwu0na</a>",아이디병원 - Beauty Wonderland,20210924T09:40:42Z,Youtube,1
31,0Tz0RfB0JR4,아이디병원,😔,도깨비,20210927T03:22:27Z,Youtube,0
32,0Tz0RfB0JR4,아이디병원,ㅂㅅ,김성팔,20210926T06:40:06Z,Youtube,0
33,0Tz0RfB0JR4,아이디병원,이게뭐임?,아이루,20210924T22:44:19Z,Youtube,2
34,0Tz0RfB0JR4,아이디병원,?,인생극장,20210924T17:57:20Z,Youtube,1
35,0Tz0RfB0JR4,아이디병원,뭐냐,로또5등당첨자,20210924T16:04:20Z,Youtube,1
36,0Tz0RfB0JR4,아이디병원,뭬야,saeam87,20210924T15:57:22Z,Youtube,1
37,0Tz0RfB0JR4,아이디병원,뭐야,Beatkilling,20210924T14:28:57Z,Youtube,1
38,0Tz0RfB0JR4,아이디병원,뭐야,Beatkilling,20210924T14:28:44Z,Youtube,1
39,8MVkxL8_qmE,아이디병원,"💌 카톡 간편 상담  <a href=""https://pf.kakao.com/_yxlxmxhE"">https://pf.kakao.com/_yxlxmxhE</a>📞 전화 상담 문의  02-547-0050💛 아이디성형외과 <a href=""https://bit.ly/3jwu0na"">https://bit.ly/3jwu0na</a>🎵 아이디병원 틱톡 <a href=""https://www.tiktok.com/@idhospital_"">https://www.tiktok.com/@idhospital_</a>",아이디병원 - Beauty Wonderland,20210908T06:34:24Z,Youtube,1
40,8MVkxL8_qmE,아이디병원,박자 조금씩 밀리는 것 까지 완벽..,지은,20211103T07:19:53Z,Youtube,0
41,8MVkxL8_qmE,아이디병원,잘생기셨어...,군침이 싹도노(훈이버전),20211020T11:44:35Z,Youtube,2
42,8MVkxL8_qmE,아이디병원,ㅈㄴ 요염하네 ㅋㅋㅋ,사탄,20211013T14:02:31Z,Youtube,3
43,8MVkxL8_qmE,아이디병원,@사탄 구몬 안함 ㅅㄱ,핑크 늑대,20211017T08:06:25Z,Youtube,0
44,8MVkxL8_qmE,아이디병원,@핑크 늑대 잼민아 지랄말고 구몬 풀자 Tlqkf^^,사탄,20211017T07:44:25Z,Youtube,0
45,8MVkxL8_qmE,아이디병원,@사탄 ㅈㄴ라고 했잔아요,핑크 늑대,20211017T06:41:00Z,Youtube,0
46,8MVkxL8_qmE,아이디병원,@핑크 늑대 칭찬이야 잼민아..,사탄,20211017T06:02:47Z,Youtube,0
47,8MVkxL8_qmE,아이디병원,님은 이름이 사탄이여서 이러는 거에요?열심히 성형 해주시는데 님이 의사면 어떤 기분이 들겠어요?제가 님이고 님이 의사면 제가 이런말 해도 괜찮다고 느껴요?,핑크 늑대,20211016T15:58:51Z,Youtube,0
48,8MVkxL8_qmE,아이디병원,이거  맞아용  잘하네용,따유리,20210928T11:16:43Z,Youtube,1
49,N5QR9rIafrA,아이디병원,"💌 카톡 간편 상담  <a href=""https://pf.kakao.com/_yxlxmxhE"">https://pf.kakao.com/_yxlxmxhE</a>📞 전화 상담 문의  02-547-0050💛 아이디성형외과 <a href=""https://bit.ly/3jwu0na"">https://bit.ly/3jwu0na</a>🎵 아이디병원 틱톡 <a href=""https://www.tiktok.com/@idhospital_"">https://www.tiktok.com/@idhospital_</a>",아이디병원 - Beauty Wonderland,20210903T06:26:48Z,Youtube,1
50,N5QR9rIafrA,아이디병원,사칙연산 곱셈 나누기 덧셈 빼기 순으로 계산,푸르메흑염소,20210929T18:01:36Z,Youtube,0
51,N5QR9rIafrA,아이디병원,문제를 거꾸로보니까 0인줄 알앗네...공간인지능력 많이 떨어졌네...,산손자,20210928T01:38:12Z,Youtube,0
52,QVI4zw5_Erw,아이디병원,감사합니다사랑합니다 존 경합니 다,이상열,20210910T04:51:48Z,Youtube,1
53,QVI4zw5_Erw,아이디병원,아이디 양악수술 최고죠 ~~,진순자,20210902T12:49:04Z,Youtube,1
54,QVI4zw5_Erw,아이디병원,좋은 인터뷰 감사합니다💛,14 saya_,20210901T06:35:57Z,Youtube,0
55,QVI4zw5_Erw,아이디병원,현원석원장님 정말 멋져요!,메이의 일기Mei’s Diary,20210831T10:08:37Z,Youtube,0
56,QVI4zw5_Erw,아이디병원,왜 현원석원장님이 유명하신지알거같아요  😍멋져요,c로로,20210831T09:57:05Z,Youtube,1
57,Mft2cCIiXqE,아이디병원,응원하겠습니다!!!,메이의 일기Mei’s Diary,20210827T06:25:06Z,Youtube,2
58,Mft2cCIiXqE,아이디병원,힘내세요...응원할게요~,hyunsoo kim,20210827T03:22:25Z,Youtube,4
59,dc7SNkiURhs,아이디병원,인비절라인으로 원래 유명했던 치과인데 결국 1위하네요 축하해요,그냥있는채널,20211028T06:10:13Z,Youtube,0
60,dc7SNkiURhs,아이디병원,오 축하합니다 ㅋㅋ,Pink Muhly,20210929T08:00:22Z,Youtube,0
61,dc7SNkiURhs,아이디병원,축하드려요~! 블루라니 대박👍👍👍,MJ,20210824T08:05:17Z,Youtube,3
62,dc7SNkiURhs,아이디병원,축하합니다. 아이디 치과,hnamily,20210824T03:25:30Z,Youtube,3
63,5SCABMHdSSM,아이디병원,황인석 원장님 유튭 영상 많이 올려주세용ㅋㅋㅋㅋㅋㅋㅋ☺️👍🏻,김선아,20210827T08:31:43Z,Youtube,1
64,5SCABMHdSSM,아이디병원,눈매교정이랑 쌍수 차이있는건지 처음 알았어요🙄🙄 깊어지는 이마주름.. 요새 이마 잔주름이 생기던데 눈매교정 땡기네요 ㅎㅎ,두밍,20210820T06:18:13Z,Youtube,0
65,GVM8PK1oGos,아이디병원,썸네일 모니카,힝전지카라,20211110T18:39:49Z,Youtube,0
66,GVM8PK1oGos,아이디병원,주먹으로 싸대구만 날려도 코는 날라갈것같은데,미친프로,20211110T12:05:52Z,Youtube,0
67,GVM8PK1oGos,아이디병원,그럼 한국국적을 취득하던가 ㅋㅋㅋ 그동안 한 차별적인 발언들과 행동들을 가지고 한국인으로 불러달라고??,el ci,20211109T11:03:18Z,Youtube,1
68,GVM8PK1oGos,아이디병원,저분 지민 닮고싶어서 수술한게 아니라 그냥 인기랑 어그로 끌려고 구라친거..막 틱톡 영상에서 지민사진 가리키면서 일본어로 빠가빠가(바보)거림,damn bro,20211108T08:30:37Z,Youtube,1
69,GVM8PK1oGos,아이디병원,얼마나 좋으면…,뀨이다,20211107T09:46:43Z,Youtube,0
70,GVM8PK1oGos,아이디병원,구라도 작작좀 왜하필 백인이 그깟 동양인 닮을려고 성형을 18번이나 하냐?,성이름,20211106T05:58:56Z,Youtube,0
71,GVM8PK1oGos,아이디병원,한국에대해서 아는거 아무것도없던데 그냥 자기만의 동양 판타지 채우고싶은거 아님?,애기고영눕혀놓고 와랄라,20211105T10:30:06Z,Youtube,0
72,GVM8PK1oGos,아이디병원,지인생만 망친거임ㅋㅋㄹㅃㅃ뵹신이노,ᆢ,20211103T11:27:56Z,Youtube,0
73,GVM8PK1oGos,아이디병원,모니카 아니냐,토씨형제,20211103T07:08:57Z,Youtube,1
74,GVM8PK1oGos,아이디병원,지민오빠는 절때못따라가...,보라한 아미들의 젤리하우스💜,20211028T08:51:30Z,Youtube,0
75,GVM8PK1oGos,아이디병원,지민 그냥 평범하지  아이돌치곤 몬생겼지 평범한가?..  그놈의 팬덤이 눈엔 최고미남인듯..,샤를리즈테론,20211027T19:41:39Z,Youtube,0
76,GVM8PK1oGos,아이디병원,ㅉㅉㅉ,태정태세문단속잘해라,20211101T14:18:43Z,Youtube,0
77,GVM8PK1oGos,아이디병원,ㄹㅇ ㅋㅋ,•,20211028T17:45:03Z,Youtube,0
78,GVM8PK1oGos,아이디병원,헐..뭐지..안닮은 것 같아요..,중1 그림,20211027T14:05:26Z,Youtube,0
79,GVM8PK1oGos,아이디병원,저사람 자기는 한국사람이라고 올린거 있음 말하는데 안녕하세요를 안뇽하쒜이요오~이럼.... 진짜 아미로서 저건 심하다고 생각함..,💜김치가 맛있어요💜,20211027T09:13:03Z,Youtube,0
80,GVM8PK1oGos,아이디병원,"동양은 동양이고, 서양은 서양이고.. 애시당초 얼굴 윤곽등 자체가 다른데.. 같은 한국인으로 BTS 멋있고 자랑스럽고 그 멤버인 지민도 훌륭하지.. 나도 외힙에 빠질땐 그들을 동경했으니까. 근데 그걸 동경하는걸 넘어서  과하게 수술까지하는건 좀 과하다 싶네.. 국적까지 운운하면서.. 국뽕코인 빼고 굳이 타국 사람이라며 자국인이 아니라고 할정도로 지민 및 한국이 좋은건지 아니면 진짜 한국 국뽕코인을 타고 싶은건지...",해피니즈,20211025T17:08:33Z,Youtube,3
81,GVM8PK1oGos,아이디병원,하나도 안 닮은게 팩ㅌ.. ((아미임)),탈덕은 내 사전엔 업슴,20211025T05:49:39Z,Youtube,3
82,GVM8PK1oGos,아이디병원,저분 한국인 지민 닮고 싶다고 하는데 절데 눈은 지민처럼 안바꾼ㅋㅋㅋ,홍힝헹,20211024T03:49:11Z,Youtube,0
83,GVM8PK1oGos,아이디병원,지가 지민이도 아니면서 지민이라고 불러달라는건 뭐여 ;; 지민 닮고 싶어서 그런건 알것는데 지가 지민이다 한국인이다 이건 아닌것 같은디,단비,20211023T21:18:17Z,Youtube,0
84,GVM8PK1oGos,아이디병원,솔직히 방탄 팬으로서 자신을 지민이라고 불러달라고 하는건 좀 그렇네,지유니,20211023T13:25:37Z,Youtube,0
85,GVM8PK1oGos,아이디병원,진짜로 불쌍해,김태태아내,20211023T04:28:36Z,Youtube,0
86,GVM8PK1oGos,아이디병원,하지만 외국인은 외국인 한국인은 한국인,민아,20211021T06:57:23Z,Youtube,0
87,GVM8PK1oGos,아이디병원,왜 썸네일 모니카인줄알았지,스포카칩,20211020T05:39:18Z,Youtube,0
88,GVM8PK1oGos,아이디병원,아니 한국인도 닮기 힘든데..그것도 아예 다른 서양인이 저러니까 ㄹㅇ 징그러움,도토리,20211017T08:57:25Z,Youtube,0
89,GVM8PK1oGos,아이디병원,윀,줄리엣ㅋㅋㅋ,20211014T10:02:19Z,Youtube,0
90,GVM8PK1oGos,아이디병원,솔직히 눈 가리면 비슷한데 눈이랑 윗부분이하나도 안닮음 그리고 왜 하려는거야 소름끼치게,눅눅,20211014T07:11:01Z,Youtube,1
91,GVM8PK1oGos,아이디병원,~~~ㅋㅋ,금복,20211013T21:52:49Z,Youtube,0
92,GVM8PK1oGos,아이디병원,좀 소름돋긴 한데 결국엔 좋은 일이라고 생각함본인이 동양인같은 그런 외모를 가지고 싶어했고결국엔 본인이 원한 외모를 얻어 행복하다 했으니그걸로 된거 아닌가 싶음,•__•,20211012T12:20:43Z,Youtube,0
93,GVM8PK1oGos,아이디병원,"뭐가 고맙다는건지.. 하나도 이해가 안됨. 저런 사람의 모순적인 행동이 인종차별에 신물이 난 동양인 눈엔 어떻게 보이는지 상상을 안해봤나? 예로들어 한 백인이 &quot;흑인은 아름다워! 나도 흑인이 될거야!&quot; 하면서 흑인처럼 되기위해 검은 파운데이션으로 피부화장을 하고, 머리에 파마를 하고 성형을 하고 이러면 흑인들 눈엔 그게 어떻게 보이겠음. 말로 설명할 수 없는 ㅈ같은 감정이 밀려올텐데. 정작 저런 사람들한테 한중일에 대한 차이를 물어봐도 잘 모를걸? 저런 사람은 그냥 지 답답한 뇌에서 &#39;동양에 대한 신비로움&#39;과 &#39;동양에 대한 환상&#39; 그리고 &#39;동양에 대한 고정관념&#39;들을 동경하는거임. 동양인을 존중할 생각도 없고 그저 앞서 말한 그 수식어들을 갖고 싶어서 저런 행각을 하는거임. 저런 행동이 오히려 인종차별이 될 수 있고 심히 문제가 될 수 있단거임.",방구쟁이 뿡뿡이,20211009T02:18:05Z,Youtube,1
94,GVM8PK1oGos,아이디병원,물론 개인의 자유라고 볼 수도 있음. 근데 이 사람 좀만 더 찾아보면 선 넘는 게 한두번이 아니라는 걸 알 수 있음. 1. 한국인한테 그거 발음 틀렸다고 한국어 가르치려 함.(근데 당연히...본인이 틀린 거)2. 지민 입간판 들고 다니면서 껴안고 결혼한다카고 입 맞추고...;; 3. 한국인처럼 보이겠다고 눈 찢는 수술 했는데 이건 인종차별에서 동양인이 찢은 눈을 가졌다는 인식을 그대로 반영한 거임.4. 인종차별에 대햐 비판하는 말들 몇번 해서 노래 뮤비 조횟수가 좀 올랐는데 그 후에 &#39;인종차별 발언한 거? 아ㅋㅋ 뮤비 조횟수 오르잖아 ㅋㅋ&#39; 이런식으로 발언해서 충격.이게 개인의 자유는 맞는데 팬이라면 이게 당사자인 지민님한테 피해를 주고 있나 그렇지 않나를 좀 더 고려해야하지 않나 하는 생각임. 그리고 그와 별개로 위에 언급한 굉장히 무례한 언사와 행동들은 잘못한 게 맞다고 봄.,혼돈의당근,20211008T11:51:08Z,Youtube,23
95,GVM8PK1oGos,아이디병원,이사람 유튜브함,호두,20211007T14:34:21Z,Youtube,0
96,GVM8PK1oGos,아이디병원,고릴라를 닮기위해 굳이..?,아무것도하기싫어,20211007T13:00:10Z,Youtube,6
97,GVM8PK1oGos,아이디병원,근데 솔직하게 하나도 안 닮음..,이뇽,20211005T12:14:40Z,Youtube,0
98,GVM8PK1oGos,아이디병원,눈만 가리면 진짜 비슷함 잘생기게 눈매 교정 수술만 하면 될거 같은데..,연다판다,20211005T11:05:52Z,Youtube,0
99,GVM8PK1oGos,아이디병원,어우…..;;;;;,최민재,20211005T08:04:34Z,Youtube,0
100,GVM8PK1oGos,아이디병원,솔직히 저건 너무 극단적이라 갠적으로 살짝 역하다고 느껴지긴한테 남한테 피해만 안끼치면 저렇게 하는건 문제 없다고 생각,이이이,20211004T07:08:36Z,Youtube,4
101,GVM8PK1oGos,아이디병원,쟨 지를한국인이라고 하고 영국인이라부르지말라고하면서한국인들이 나를 한국인으로 생각안한다며인종차별하냐고 하는애임.그리고 아이돌성희롱발언 서슴치않게하고동양인문화도 구분못하는 그냥전형적인 오리엔탈리즘에 빠진서양인일뿐임.,아니의사양반,20211005T13:32:06Z,Youtube,0
102,GVM8PK1oGos,아이디병원,대체 국밥이 몇그릇이야 ㅋㅋ,Jay Jo,20211003T12:54:03Z,Youtube,3
103,GVM8PK1oGos,아이디병원,모니카 닮았는데,오리너구리,20211003T03:28:02Z,Youtube,1
104,GVM8PK1oGos,아이디병원,그럼에도 닮지 못함,사람,20211002T03:05:06Z,Youtube,1
105,GVM8PK1oGos,아이디병원,그냥 존나 백인 같은데 무슨;,조민형,20211002T02:42:57Z,Youtube,1
106,GVM8PK1oGos,아이디병원,미안하지만 ㅈㄴ 안닮았음 방탄 지민이라고하기전까진 닮은사람 누군지도 모르겠음 지민이라해도 모르겠음 나만 그럼?,임동현,20211001T15:59:25Z,Youtube,2
107,GVM8PK1oGos,아이디병원,팬이라면 저러면 안되고 그냥 좋아하기만 하세요.따라다니지도 말고 얼굴 따라하려고 저렇게 18번이나 성형하지말고 그냥 좋아하기만 하세요.뭐가 좋아서 지 얼굴을 지 스스로 깎아내립니까?그냥 팬이면 좋아하기만하세요.저도 팬이라 좋아하기만 하고 있잖아요.그리고 얼굴 닮으려고 성형하면 팬들한테 욕 존나 먹는거지 욕 먹는 걸 못 견딜꺼면 그냥 하지마요.소름끼치니까,뷔얼,20210930T22:58:19Z,Youtube,1
108,GVM8PK1oGos,아이디병원,무섭지않았을까있는그대로가좋은건데왜모를까~~~개인에자유니난모르겠다~~그나라사람도저사람자유니내버려둬~~~근데외모만한국인이면뭐해한국문화를배우고해야지하긴자기가좋으면그만이지젤~~좋은거지,윤수정,20210930T01:53:45Z,Youtube,1
109,GVM8PK1oGos,아이디병원,닮고싶은건 알겠는데 이정도면 병 아닌가 싶기도 하고,아웃,20210930T01:53:20Z,Youtube,1
110,GVM8PK1oGos,아이디병원,지민같은  외모를  성형으로  닮을수있을가요? ㅠㅠㅠ,강해연,20210930T01:50:22Z,Youtube,2
111,GVM8PK1oGos,아이디병원,그래도 넌 지민이 될수 없어염~~ㅠ,김수진,20210930T01:48:27Z,Youtube,3
112,GVM8PK1oGos,아이디병원,똥싸고있네;;,김효경,20210930T01:46:54Z,Youtube,1
113,GVM8PK1oGos,아이디병원,우왕.죤똑,Hs,20210928T02:47:25Z,Youtube,2
114,GVM8PK1oGos,아이디병원,엥   전혀 않닮았는데 어느 한곳도 닮은게 없는데 존똑이라니요??,김지우,20211004T07:31:30Z,Youtube,0
115,GVM8PK1oGos,아이디병원,Koreaboo 이게 답,Seb' Story_당당,20210927T01:16:53Z,Youtube,1
116,GVM8PK1oGos,아이디병원,저 정도면 스토커아님? 지민때문에 지민될려고 무슨짓이든 다하고 지민이라 불러달라하고 무섭다무서워 진짜,안준,20210919T07:21:04Z,Youtube,1
117,GVM8PK1oGos,아이디병원,..? 처음 사진 봤을때 지민이를 닮기는 무슨 전혀 안닮았는데.. 팬이 봤을땐 경악한다 경악..,김석진 어깨 1204년 등산즁 🐹❤,20210919T03:06:05Z,Youtube,1
118,GVM8PK1oGos,아이디병원,못생...겼,°月진승우짱°,20210918T09:15:30Z,Youtube,1
119,GVM8PK1oGos,아이디병원,한국인은 꼭 저렇게 동양처럼 생기란 법도 없지만 저분은 지민 얼굴을 닮고싶은거니 동양얼굴과는 상관이 없는데 진짜로 안 닮았는데,ㅋ,20210917T22:59:25Z,Youtube,5
120,GVM8PK1oGos,아이디병원,쟤는 지 대명사가 그/한국인/지민이랍니다ㅋㅋㅋㅋㅋㅋ 개웃김 진짜ㅠㅜㅠㅠㅠㅠ,알파,20210917T09:34:02Z,Youtube,13
121,GVM8PK1oGos,아이디병원,아니 왜 그 잘생긴 얼굴 버리고. 저러시는거죠???? 그럴거면 그얼굴 나나주지...시발. .,하룡이,20210917T06:07:19Z,Youtube,2
122,GVM8PK1oGos,아이디병원,높은 코도 내려 깍고 눈도 작게 만들고 그러는거야?,ano im,20210916T13:20:49Z,Youtube,4
123,GVM8PK1oGos,아이디병원,불편하면 자세를 고쳐앉아~~,정신좀,20210916T05:54:27Z,Youtube,2
124,GVM8PK1oGos,아이디병원,지민 등신대 가지고 키스하고 결혼한다 ㅇㅈㄹ 하는게 정상으로 보임?,끼링,20211016T03:34:41Z,Youtube,1
125,GVM8PK1oGos,아이디병원,왜 니네애미랑 똑같이생겨서 지켜주고싶어??,ddtral,20211004T07:42:42Z,Youtube,1
126,GVM8PK1oGos,아이디병원,@ddtral 왜 너가 정병가지고있어서  그리보여? ㅋㅋ,정신좀,20211004T07:28:09Z,Youtube,0
127,GVM8PK1oGos,아이디병원,@정신좀 혹시 정병있니??,ddtral,20211004T07:23:13Z,Youtube,1
128,GVM8PK1oGos,아이디병원,쟤는 자기가 트랜스 한국인이라고 하면서 남돌들 공개적으로 성희롱하는 걸로 유명한 얘임 지민 등신대랑 결혼한다 하는 유명한 ㅁㅊ놈이어서 외국팬들도 그냥 거르는 얘인데 뭘 불편하면 고쳐 앉으래,해바라기,20210925T14:33:38Z,Youtube,2
129,GVM8PK1oGos,아이디병원,본인의 자유이고본인이 행복하면 되지 않을지~,우정선,20210916T05:20:48Z,Youtube,14
130,GVM8PK1oGos,아이디병원,@공백 침대에 지민 등신대 있는거 아니야..?진짜 너무 역겨울거 같다,시옷,20211027T13:29:13Z,Youtube,0
131,GVM8PK1oGos,아이디병원,@공백 ㄹㅇ 성형까지는 뭐 이해 할순 있어도 살아있는 사람의 사진으로 만들어진  등신대랑 결혼하고 키스하고 ;;,끼링,20211016T03:28:23Z,Youtube,2
132,GVM8PK1oGos,아이디병원,아예 지민 등신대랑 결혼식해서 키스까지 하던데 그냥 존나 역겹던데.... 2d캐릭터도 아니고 살아있는 사람인데 당사자입장에서는 소름끼치고 무섭지,공백,20211015T23:56:05Z,Youtube,2
133,GVM8PK1oGos,아이디병원,누군가의 얼굴을 따라하는건 자유가 아니고 이정도면 범죄라고 봐도 되지 않을지ㅋㅋ 입장 바꿔서 누가 님 닮고 싶어서 싹 갈아엎음 근데 그 사람은 지가 행복하대 님 좋음?,Ian,20211004T12:05:30Z,Youtube,6
134,GVM8PK1oGos,아이디병원,단순히 닮고 싶고 팬심에 따라하고 싶은건 이해하지만 본인의 정체성까지 잃어가면서 남이 되려고 하진 마시길.. 아무리 그래도 선은 넘지 말아야지,성이름,20210916T04:27:23Z,Youtube,91
135,GVM8PK1oGos,아이디병원,그냥 슬쩍 봤는데.. 모니카 쌤 닮으셧어..,름코,20210915T08:58:52Z,Youtube,1
136,GVM8PK1oGos,아이디병원,"<a href=""https://www.youtube.com/watch?v=GVM8PK1oGos&amp;t=4m44s"">4:44</a>저 사람 만나면 영어 쓸 거 같은데",막내유튜브YOUTUBE,20210915T01:02:04Z,Youtube,13
137,GVM8PK1oGos,아이디병원,일단 박지민은 쌍커풀이 없는데.. 저분은 예선 탈락..,김민,20210914T10:03:56Z,Youtube,5
138,GVM8PK1oGos,아이디병원,헐..,夏,20210914T09:59:29Z,Youtube,2
