id,url,keyword,content,author,postdate,source,num_likes
17,124s1UdFFNY,생기한의원,도움 드릴 수 있어서 기쁩니다! 다음 영상도 기대해주세요! :),생기TV,20210609T09:25:56Z,Youtube,0
18,124s1UdFFNY,생기한의원,역시 운동은 좋은 것이군요 ㅠ 마음만 먹으면 될텐데ㅜㅜㅜ 좋은 정보 감사합니다 🙏,h young,20210609T03:34:17Z,Youtube,0
19,124s1UdFFNY,생기한의원,맞아요!ㅎㅎ 근데 운동하려는 마음 먹기가 너무  힘들죠ㅠㅠ운동 꾸준히하셔서 다한증 치료에 도움되길 바랄게요~,생기TV,20210609T09:25:43Z,Youtube,0
20,124s1UdFFNY,생기한의원,"다한증에는운동과반신욕을하면좋아진다니,주변에추천해드려야겠네요ㅎ좋은정보감사드립니다~~^^",H Min P,20210608T12:00:03Z,Youtube,0
21,124s1UdFFNY,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210609T01:06:54Z,Youtube,0
22,124s1UdFFNY,생기한의원,운동!! 좋은 정보 감사합니다^^,Cha Cha,20210608T10:19:41Z,Youtube,0
23,124s1UdFFNY,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210609T01:05:55Z,Youtube,0
24,124s1UdFFNY,생기한의원,귀에 쏙쏙 들어옵니다^^,Happy Song,20210608T09:05:25Z,Youtube,0
25,124s1UdFFNY,생기한의원,귀에 쏙쏙 들어온다니  너무 뿌듯합니다ㅎㅎ영상 시청해주셔서 감사드립니다~,생기TV,20210608T09:25:56Z,Youtube,0
26,124s1UdFFNY,생기한의원,좋은정보네요~ 잘봤습니다!!,J simple,20210608T09:05:01Z,Youtube,0
27,124s1UdFFNY,생기한의원,다행이네요! 영상 시청해주셔서 고맙습니다. 오늘도 즐거운 하루 보내세요!!,생기TV,20210608T09:24:29Z,Youtube,0
28,124s1UdFFNY,생기한의원,다한증 환자로써.. 땀이 너무 많이나서 오히려 운동을 안하게 됐는데 운동이 도움이 되는줄 몰랐네요! 좋은 정보 감사합니다~ 🏃🏃♀️,K- 911,20210608T05:47:55Z,Youtube,0
29,124s1UdFFNY,생기한의원,다한증때문에 고생이 많으시죠.. 다한증에 대한 정보를 드릴 수 있어서 다행입니다!영상 시청해주셔서 감사드리며 다음에는 더 좋은 영상으로 찾아오겠습니당!,생기TV,20210608T09:23:54Z,Youtube,0
30,124s1UdFFNY,생기한의원,다한증 정보 감사합니다~~,쩡스쩡스,20210608T05:41:46Z,Youtube,0
31,124s1UdFFNY,생기한의원,넹넹! 영상 시청해주셔서 감사드리며 다음 영상에서도 기대해주세요~,생기TV,20210608T09:19:16Z,Youtube,0
32,124s1UdFFNY,생기한의원,다한증에 대한 좋은 정보 감사합니다~,장유원TV,20210608T05:39:57Z,Youtube,0
33,124s1UdFFNY,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210608T09:18:01Z,Youtube,0
34,124s1UdFFNY,생기한의원,다한증 질환 정보 잘 봤습니다^^생활 관리까지 꿀팁 감사드려요,쏭이_,20210608T05:39:22Z,Youtube,0
35,124s1UdFFNY,생기한의원,도움 드릴 수 있어서 기쁩니다. 다음 영상에서도 뵐게요~! :),생기TV,20210608T09:17:48Z,Youtube,0
36,124s1UdFFNY,생기한의원,운동으로 땀내는건 역시 좋군요! ㅎㅎ 정보감사합니다,JD,20210608T05:38:01Z,Youtube,0
37,124s1UdFFNY,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210608T09:17:19Z,Youtube,0
38,124s1UdFFNY,생기한의원,물도 많이 마시고ㅠㅠ 식습관도 괜찮은 편이라 생각되는데 안낫는건 왜 그럴까요ㅠㅠ,ahrumi_2,20210608T03:57:24Z,Youtube,0
39,124s1UdFFNY,생기한의원,"스스로는 괜찮다고 생각하고 생활하는 부분 중에 나도 모르게 잘 못 된 부분이 있을 수 있습니다.다한증이 잘 호전되지 않으시면 가까운 생기한의원 지점으로 방문하셔서 진료 받아보시기를 권해드립니다생기한의원의 치료방법이 궁금하다면 아래 편한 방법으로 진료 예약 또는 문의해주세요! * 진료예약 신청 <a href=""http://asq.kr/ng5yigSy"">http://asq.kr/ng5yigSy</a>* 카카오톡 상담신청 <a href=""https://pf.kakao.com/_KHxlxgd"">https://pf.kakao.com/_KHxlxgd</a>* 전화상담 1577-6375",생기TV,20210609T01:36:29Z,Youtube,0
40,124s1UdFFNY,생기한의원,잘 봤습니다더워서 땀 흘리는 것과 다한증때문에 흘리는 땀은 어떻게 구별 가능할까요? 제가 땀이 좀 많은데 혹시나해서요..,ᄒᄒᄒ,20210608T03:06:19Z,Youtube,0
41,124s1UdFFNY,생기한의원,"다한증의 진단은 일상 생활에 불편함을 느낄 정도로 땀을 많이 흘릴때, 다른 곳에 비해서 특정부위에 땀이 많을 때 진단하게 됩니다. 불편함이 없는 정도의 땀이나 최근에 땀을 흘리는 양상이 변화된 것이 아니라면 큰 문제는 없어보입니다. 땀으로 불편함이 있으시다면 병원에 직접 방문하셔서 치료하시길 추천드려요~~",생기TV,20210609T01:35:02Z,Youtube,0
42,WPV18QhtjPE,생기한의원,"<a href=""https://pf.kakao.com/_KHxlxgd/chat"">https://pf.kakao.com/_KHxlxgd/chat</a>사타구니습진, 카톡으로 편하게 물어보세요!<a href=""https://www.youtube.com/watch?v=WPV18QhtjPE&amp;t=0m10s"">0:10</a> 사타구니습진이란?<a href=""https://www.youtube.com/watch?v=WPV18QhtjPE&amp;t=2m03s"">2:03</a> 사타구니습진 치료 가장 중요한 것은?<a href=""https://www.youtube.com/watch?v=WPV18QhtjPE&amp;t=03m33s"">03:33</a> 사타구니습진치료 주의사항",생기TV,20210604T02:30:30Z,Youtube,2
43,WPV18QhtjPE,생기한의원,감사합니다,이종현,20210905T00:49:11Z,Youtube,0
44,WPV18QhtjPE,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210906T01:04:21Z,Youtube,0
45,WPV18QhtjPE,생기한의원,"이 분 말씀 정말 맞아요 면역력이 떨어졌을 때 피부염이나 각종 피부트러블이 많이 생기거든요. 지금은 없어졌지만, 발무좀 처음 생겼을때가 딱 면역력 안좋았을 때.",박보영4568,20210901T06:40:25Z,Youtube,1
46,WPV18QhtjPE,생기한의원,네 맞아요! 발무좀 치료되어서 정말 다행입니다~앞으로도 면역력 관리 잘해주세용!,생기TV,20210902T01:06:03Z,Youtube,0
47,WPV18QhtjPE,생기한의원,집에서 할 수 있는 방법을 찾아 주었다 가 아니네요! ㅋㆍㅋ,지금이닷,20210712T23:48:01Z,Youtube,0
48,WPV18QhtjPE,생기한의원,"(<a href=""https://www.youtube.com/watch?v=qpmvc7Ururo)"">https://www.youtube.com/watch?v=qpmvc7Ururo)</a>  집에서 할 수 있는 습진 관리에 관한 영상입니다. 참고 하셔서 도움 받으셨으면 좋겠습니다",생기TV,20210714T07:09:33Z,Youtube,0
49,WPV18QhtjPE,생기한의원,잘안나아서 이름도 완선이군요 ㅜㅜ 사타구니습진에 대해 많이 알게 되었습니다. 좋은 정보 감사합니다!!,쩡스쩡스,20210608T03:12:32Z,Youtube,0
50,WPV18QhtjPE,생기한의원,"네 맞아요! 도움을 드릴 수 있어서 기쁩니다! 영상 시청해주셔서 감사드리며, 다음 영상도 기대해주세용~",생기TV,20210608T09:16:33Z,Youtube,0
51,WPV18QhtjPE,생기한의원,좋은 내용 감사합니다알기 쉽게 잘 설명해주시는 것 같아요~~,ᄒᄒᄒ,20210608T03:08:47Z,Youtube,0
52,WPV18QhtjPE,생기한의원,다행이네요! 영상 시청해주셔서 고맙습니다. 다음 영상도 기대해주세요~! :),생기TV,20210608T09:15:36Z,Youtube,0
53,WPV18QhtjPE,생기한의원,좋은정보 감사합니다 원장님ㅎㅎ!!,이썽,20210607T09:34:04Z,Youtube,0
54,WPV18QhtjPE,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210608T00:41:15Z,Youtube,0
55,WPV18QhtjPE,생기한의원,알기 쉽게 잘 설명해주셔서 감사합니다^^👍👍👍👍,Cha Cha,20210606T15:38:31Z,Youtube,1
56,WPV18QhtjPE,생기한의원,다행이네요! 영상 시청해주셔서 고맙습니다. 다음 영상도 기대해주세요~! :),생기TV,20210607T00:45:20Z,Youtube,0
57,WPV18QhtjPE,생기한의원,약산성 ph유지 정말 중요한 포인트네요! 감사합니다^^,YoonJi Kim,20210606T08:05:46Z,Youtube,1
58,WPV18QhtjPE,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210607T00:45:09Z,Youtube,0
59,WPV18QhtjPE,생기한의원,"또이렇게몰랐던유익한정보를알아가니,정말좋으네요~~생각날때마다영상보는데,정말만족또만족이에요ㅎㅎ감사합니다~~더좋은정보부탁드려요^--------^",H Min P,20210605T16:32:20Z,Youtube,0
60,WPV18QhtjPE,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210607T00:43:36Z,Youtube,0
61,WPV18QhtjPE,생기한의원,감사합니다 원장님🙂,JD,20210604T14:11:50Z,Youtube,0
62,WPV18QhtjPE,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210607T00:43:17Z,Youtube,0
63,WPV18QhtjPE,생기한의원,아 이번 동영상 안봤으면 세균박멸한다고 엄청 자주 뻑뻑 문지르고조금은 자극적인 비누로 씻으면 좋을거라 생각했는데 그것도 아니네요 ㅎㅎ잘봤습니다~~~역시 믿고 보는 영상~,미스터백,20210604T03:21:40Z,Youtube,1
64,WPV18QhtjPE,생기한의원,도움을 드릴 수 있어서 기쁩니당영상 시청해주셔서 감사드리며 믿고 보는 영상인 만큼 더 좋고 알찬 정보로 찾아뵙겠습니다~오늘도 좋은 하루 보내세요ㅎㅎ,생기TV,20210604T07:39:11Z,Youtube,0
65,WPV18QhtjPE,생기한의원,아... 완선이라고 부른다니ㅠㅠ 사타구니 습진에 걸린 환자들은 마니 괴롭겠어요ㅠㅠ 생각만 해도 힘드네요.. 샤워할때 세정제 매일 쓰는데 강알칼리인지 확인도 해봐야겠네요! 유익한 정보 너무 감사해요ㅎㅎ,ahrumi_2,20210604T03:15:18Z,Youtube,1
66,WPV18QhtjPE,생기한의원,"맞아요ㅠㅠ 꼭 세정제 확인하셔서 조심해봐요~~영상 시청해주셔서 감사드리며, 다음 영상에서도 뵙겠습니다. :)",생기TV,20210604T07:37:13Z,Youtube,0
67,WPV18QhtjPE,생기한의원,완선에 대해 잘 보고 갑니다. 유익한 정보들이 많네요^^,쏭이_,20210604T02:47:59Z,Youtube,1
68,WPV18QhtjPE,생기한의원,다행이네요! 영상 시청해주셔서 고맙습니다. 다음 영상도 기대해주세요~! :),생기TV,20210604T07:33:18Z,Youtube,0
69,WPV18QhtjPE,생기한의원,주변에 사타구니습진으로 고생하고 있는 사람에게 알려줘야겠어요! 감사합니다~,쏭쏭라이프SONG SONG LIFE,20210604T02:46:02Z,Youtube,1
70,WPV18QhtjPE,생기한의원,영상 시청도 너무 감사드린데 영상 공유까지 해주셔서 더 감사드립니다ㅎㅎ다음 영상에서도 만나요~,생기TV,20210604T07:32:42Z,Youtube,0
71,WPV18QhtjPE,생기한의원,"박멸이 아니라 견제다! ㅎㅎ내가 먹는것, 생활하는 패턴등을 확인하는 게 내 피부 생태계를 이루는 것들이어서 그런거였군요!! ^^b",고마토,20210604T02:03:42Z,Youtube,2
72,WPV18QhtjPE,생기한의원,사타구니습진에대한 핵심 정보들을 딱 말해주셨네요~~매번 시청해주셔서 감사드려요! 다음 영상도 기대해주세요 :),생기TV,20210604T07:31:58Z,Youtube,0
73,WPV18QhtjPE,생기한의원,"세균은 없을수록 피부에 좋은것이라 생각했는데 그런게 아니군요, 좋은 정보 감사합니다~",장유원TV,20210604T02:00:08Z,Youtube,2
74,WPV18QhtjPE,생기한의원,네 맞아요! 세균이라고 다 없애면 좋은게 아니더라구요ㅎㅎ영상 시청해주셔서 감사드리며 다음 영상에서도 뵙겠습니다:),생기TV,20210604T07:30:49Z,Youtube,0
75,8zU9tt75BPc,생기한의원,피부관리..너무 어러여워여ㅠㅡㅠ,똥이,20210531T14:30:04Z,Youtube,0
76,8zU9tt75BPc,생기한의원,그래도 꾸준히 관리하면 깨끗한 피부를 가질 수 있습니당시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210601T00:39:31Z,Youtube,0
77,8zU9tt75BPc,생기한의원,선생님 두피에 각질이랑 비듬 기름도없는데 간지럽기만해도 지루성두피염 일수가 있나요?,ㅋ,20210528T05:55:06Z,Youtube,0
78,8zU9tt75BPc,생기한의원,"육안으로 직접 보지 않아 안내해드리기가 힘들지만 가려움증이 심하고 증상이 호전 되지 않는다면 병원에 직접 방문하셔서 진료 받아보실 것을 추천드려요. 생기한의원의 지루성두피염 치료에 대해 더 궁금한 점은 편한 방법으로 진료 예약 또는 문의해주세요! * 진료예약 신청 <a href=""http://asq.kr/ng5yigSy"">http://asq.kr/ng5yigSy</a>* 카카오톡 상담신청 <a href=""https://pf.kakao.com/_KHxlxgd"">https://pf.kakao.com/_KHxlxgd</a>* 전화상담 1577-6375",생기TV,20210602T03:59:27Z,Youtube,0
79,8zU9tt75BPc,생기한의원,진짜얼굴에나는건영원한숙제가아닐수없는데요ㅎㅎ또이렇게좋은정보를알아가네요~~관리가중요중요ㅎㅎ감사합니다~~,H Min P,20210527T22:17:06Z,Youtube,0
80,8zU9tt75BPc,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210528T02:28:12Z,Youtube,0
81,8zU9tt75BPc,생기한의원,"알칼리세안제는 피하고, 시중판매되는 팩보다는 얼음찜질과 적절한 보습이 오히려 더 좋다는 말씀이시네요 오홍홍 좋은 정보 감사합니당~^^",Jinsook Lee,20210526T07:11:21Z,Youtube,3
82,8zU9tt75BPc,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210526T08:27:17Z,Youtube,0
83,8zU9tt75BPc,생기한의원,안그래도 지루성피부염이라 관리법이 궁금했는데 좋은 정보네요 잘 봤습니다~,J simple,20210526T04:54:06Z,Youtube,0
84,8zU9tt75BPc,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210526T05:03:36Z,Youtube,0
85,8zU9tt75BPc,생기한의원,지루성피부염 꿀팁 감사합니다,쏭쏭라이프SONG SONG LIFE,20210525T06:35:26Z,Youtube,0
86,8zU9tt75BPc,생기한의원,영상 시청해주셔서 감사드리며 다음 영상에서도 만나요~,생기TV,20210525T06:52:44Z,Youtube,0
87,8zU9tt75BPc,생기한의원,동생이 지루성피부염때문에 고생하고 있는데ㅜ 꼭 챙겨보라고 해야겠어요! 감사합니다^^,Let it be,20210524T02:43:33Z,Youtube,0
88,8zU9tt75BPc,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210524T06:57:25Z,Youtube,0
89,8zU9tt75BPc,생기한의원,악 제가 두피에 지루성피부염이에요 ㅠ알카리성 샴푸는 피해야겠네요 ㅠ잘보고갑니다~~,미스터백,20210521T11:14:23Z,Youtube,1
90,8zU9tt75BPc,생기한의원,영상 시청해주셔서 감사드리며두피지루성피부염 얼른 나으시길 진심으로 바랍니다!,생기TV,20210524T01:31:54Z,Youtube,1
91,8zU9tt75BPc,생기한의원,오와!!! 지루성피부염ㅠㅠ 영상 기다렸어요ㅠㅠ 넘나 알찬 정보 감사해요!!ㅎㅎ,ahrumi_2,20210521T05:02:01Z,Youtube,1
92,8zU9tt75BPc,생기한의원,우왕~ 영상 기다렸다니ㅠㅠ 너무 감사드립니당!!ahrumi_2님에게 도움을 드릴 수 있어서 너무 뿌듯해요!ㅎㅎ영상 시청해주셔서 감사드리며 다음 영상에서도 뵙겠습니다:),생기TV,20210521T08:28:45Z,Youtube,0
93,8zU9tt75BPc,생기한의원,지루성피부염을 위한 올바른 세안법 정보 감사합니다 ~,YoonJi Kim,20210521T02:54:48Z,Youtube,1
94,8zU9tt75BPc,생기한의원,도움 드릴 수 있어서 기쁩니다! 다음 영상도 기대해주세요! :),생기TV,20210521T08:25:46Z,Youtube,0
95,8zU9tt75BPc,생기한의원,마스크때문에도 요즘 많이 생기는것같아요ㅠ,JD,20210521T01:46:48Z,Youtube,1
96,8zU9tt75BPc,생기한의원,맞아용ㅠㅠ 영상 시청해주셔서 고맙습니다. 다음 영상도 기대해주세요~! :),생기TV,20210521T08:25:36Z,Youtube,0
97,8zU9tt75BPc,생기한의원,치료와 동시에 꾸준한 홈케어로 지키는 소중한 내 피부!! 생기한의원과 함께 생기있는 피부를 위한 홈케어 꿀팁영상 오늘도 유익하게 잘 봤습니다 ~~,고마토,20210521T01:45:36Z,Youtube,2
98,8zU9tt75BPc,생기한의원,"도움을 드릴 수 있어서 기쁩니다! 영상 시청해주셔서 감사드리며, 다음 영상도 기대해주세요!ㅎㅎ",생기TV,20210521T08:25:06Z,Youtube,0
99,8zU9tt75BPc,생기한의원,좋은 영상 잘 봤습니다 지루성피부염에 대해 잘 알게 되었습니다~~,ᄒᄒᄒ,20210521T01:45:20Z,Youtube,2
100,8zU9tt75BPc,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210521T08:23:11Z,Youtube,0
101,8zU9tt75BPc,생기한의원,"<a href=""https://pf.kakao.com/_KHxlxgd/chat"">https://pf.kakao.com/_KHxlxgd/chat</a>지루성피부염, 카톡으로 편하게 물어보세요!<a href=""https://www.youtube.com/watch?v=8zU9tt75BPc&amp;t=01m05s"">01:05</a> 지루성피부염 홈케어 꿀팁 ① 세안<a href=""https://www.youtube.com/watch?v=8zU9tt75BPc&amp;t=01m59s"">01:59</a> 지루성피부염 홈케어 꿀팁 ② 보습&amp;팩",생기TV,20210521T01:30:14Z,Youtube,1
102,7Wq-QUsZABI,생기한의원,이번에는 잠실이군요~~,ᄒᄒᄒ,20210512T06:23:14Z,Youtube,1
103,7Wq-QUsZABI,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210513T01:16:32Z,Youtube,0
104,7Wq-QUsZABI,생기한의원,이정도면 이제 신입사원 아닌 거 같은데요!👍🏻,똥이,20210510T11:42:14Z,Youtube,2
105,7Wq-QUsZABI,생기한의원,그쵸오?ㅎㅎ 매번 영상 시청해주셔서 너무 감사드립니다~다음 영상도 기대해주세용:),생기TV,20210511T01:08:52Z,Youtube,0
106,7Wq-QUsZABI,생기한의원,"검사장비며, 접수방법, 치료장비 등에서 세심함이 느껴지네요.^^",제인,20210510T07:30:32Z,Youtube,1
107,7Wq-QUsZABI,생기한의원,잠실점의 세심함이 전달된 거 같아서 너무 기쁩니다! 다음 영상도 기대해주세요! :),생기TV,20210510T09:24:27Z,Youtube,0
108,7Wq-QUsZABI,생기한의원,정말 따뜻하고 편안하게 치료해주실것같아요~,한희나,20210510T06:40:37Z,Youtube,1
109,7Wq-QUsZABI,생기한의원,맞아요ㅎㅎ 다들 너무 친절하셔서 편안하게 진료 받을 수 있어요영상 시청해주셔서 감사드리며 다음영상에서도 만나용~!,생기TV,20210510T09:22:54Z,Youtube,0
110,7Wq-QUsZABI,생기한의원,따뜻한분위기..!👍🏻👍🏻,JD,20210510T06:10:13Z,Youtube,1
111,7Wq-QUsZABI,생기한의원,매번 시청해주셔서 감사드려요! 다음 영상도 기대해주세요 :),생기TV,20210510T09:21:05Z,Youtube,0
112,eYoKgz98bH0,생기한의원,"<a href=""https://pf.kakao.com/_KHxlxgd/chat"">https://pf.kakao.com/_KHxlxgd/chat</a>소아건선, 카톡으로 편하게 물어보세요!<a href=""https://www.youtube.com/watch?v=eYoKgz98bH0&amp;t=0m18s"">0:18</a> 아이에게 건선이 유전될 수 있나요?<a href=""https://www.youtube.com/watch?v=eYoKgz98bH0&amp;t=0m29s"">0:29</a> 소아아토피vs소아건선 차이점 <a href=""https://www.youtube.com/watch?v=eYoKgz98bH0&amp;t=01m27s"">01:27</a> 소아건선 치료 방법<a href=""https://www.youtube.com/watch?v=eYoKgz98bH0&amp;t=02m12s"">02:12</a> 소아건선 잘 치료하는 원장님만의 비법",생기TV,20210507T05:03:12Z,Youtube,1
113,eYoKgz98bH0,생기한의원,"조카 피부 걱정하는 언니가 생각나 링크 공유해줬어요! ㅎㅎㅎ 매주 유익한 정보 덕분에 좋은 동생, 이모가 되고있어요ㅎ흐흐흐",ahrumi_2,20210510T16:48:41Z,Youtube,1
114,eYoKgz98bH0,생기한의원,우와!! 완전 든든할 꺼같아요ㅎㅎ영상 시청해주시고 링크까지 공유해주셔서 너무 감사드립니다다음 영상도 기대해주세용~!!,생기TV,20210511T01:10:43Z,Youtube,0
115,eYoKgz98bH0,생기한의원,좋은 말씀 감사합니다~,rong s,20210510T09:24:16Z,Youtube,1
116,eYoKgz98bH0,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210511T01:05:32Z,Youtube,0
117,eYoKgz98bH0,생기한의원,어린아이들도 건선이 생길 수 있군요.. 피부질환 생기기전에 미리미리 면역 관리 잘 해야겠어요~,coco12,20210510T09:17:27Z,Youtube,1
118,eYoKgz98bH0,생기한의원,네! 그렇습니다. 우리 모두 면역 관리 잘해봐요! 다음 영상에서도 뵐게요. :),생기TV,20210510T09:25:37Z,Youtube,0
119,eYoKgz98bH0,생기한의원,"설명을잘해주시니,귀에쏙쏙들어오네요ㅎ아이가피부가안좋은데,유익한정보가되었어요~~감사합니다~~",H Min P,20210510T02:00:38Z,Youtube,1
120,eYoKgz98bH0,생기한의원,"도움을 드릴 수 있어서 기쁩니다! 영상 시청해주셔서 감사드리며, 다음 영상도 기대해주세요!",생기TV,20210510T09:20:00Z,Youtube,0
121,eYoKgz98bH0,생기한의원,건선에 대해 잘 알려주셔서 감사합니다~~,쩡스쩡스,20210510T00:39:23Z,Youtube,1
122,eYoKgz98bH0,생기한의원,도움 드릴 수 있어서 기쁩니다. 다음 영상에서도 뵐게요~! :),생기TV,20210510T01:16:35Z,Youtube,0
123,eYoKgz98bH0,생기한의원,피부질환이 생기면 어른들도 덜컥 겁이나고 무서운데 아이들을 생각하시는 마음이 느껴지는 원장님만의 비법!! 든든합니다 ^^b,고마토,20210507T14:24:41Z,Youtube,1
124,eYoKgz98bH0,생기한의원,든든하다니 다행입니다~ 이번 영상도 시청해주셔서 감사드립니다,생기TV,20210510T01:16:12Z,Youtube,0
125,eYoKgz98bH0,생기한의원,유전의 확률이 있군요ㅠㅠ,JD,20210507T13:50:41Z,Youtube,1
126,eYoKgz98bH0,생기한의원,네! 맞아요!! 다음 영상에서도 뵐게요. :),생기TV,20210510T01:15:13Z,Youtube,0
127,eYoKgz98bH0,생기한의원,알쏭달쏭 헷갈리는 부분들 잘 짚어주셔서 감사합니다^^,YoonJi Kim,20210507T08:59:26Z,Youtube,1
128,eYoKgz98bH0,생기한의원,도움이 되어서 다행입니다~ 다음 영상도 기대해주세요! :),생기TV,20210510T01:14:36Z,Youtube,0
129,eYoKgz98bH0,생기한의원,소아건선과 아토피 차이점 이제야 알았네요! 감사합니당,쏭쏭라이프SONG SONG LIFE,20210507T06:41:16Z,Youtube,1
130,eYoKgz98bH0,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210507T08:22:06Z,Youtube,0
131,eYoKgz98bH0,생기한의원,이번에도 좋은 내용의 깔끔한 설명 감사합니다.,ᄒᄒᄒ,20210507T05:06:22Z,Youtube,1
132,eYoKgz98bH0,생기한의원,시청해주셔서 감사드립니다! 다음 영상에서도 뵐게요 :),생기TV,20210507T08:22:11Z,Youtube,0
133,Rcqstx7NCYA,생기한의원,무야호! 무야호! 무무무무야호!,성신한방병원2019,20210506T09:14:26Z,Youtube,1
134,Rcqstx7NCYA,생기한의원,이거 완전 병맛입니다요요요요~~ㅋㅋㅋ,박치영,20210505T01:16:15Z,Youtube,2
135,GMEn_bTr22U,생기한의원,선생님 성기 사마귀는 무조건 곤지름인가요?,최호윤,20210623T15:24:16Z,Youtube,0
136,GMEn_bTr22U,생기한의원,평일 야간 진료시간좀 알려주세요,J K,20210428T10:36:12Z,Youtube,0
137,GMEn_bTr22U,생기한의원,"안녕하세요, 월요일,목요일 야간진료입니다 (8시접수 마감)",피부건강설계 Saengki,20210428T10:56:25Z,Youtube,0
