id,url,keyword,content,author,postdate,source,num_likes
33,XX8nPNCpyFg,삼성톡스앤필,무료로 하셨다니 대박이에요  시술 고민 중인데 상담 받고 싶어요,note kim,20210107T09:01:56Z,Youtube,0
34,XX8nPNCpyFg,삼성톡스앤필,솔직하게 외모에 자신감 생기면  모든일에 긍적적이게 되는거 같습니다,유현수,20210107T09:00:51Z,Youtube,0
35,XX8nPNCpyFg,삼성톡스앤필,저도 상담 받아보고 관리해야할것 같네요ㅎㅎ,MMio,20210107T08:50:02Z,Youtube,1
36,XX8nPNCpyFg,삼성톡스앤필,저도  시술 고민하고 있는데 상담 잘 해주시는 선생님 만나고 싶네요^^  병원에서 이렇게 재밌는 상담이라 친근하게 다가오네요,정유성,20210107T08:48:51Z,Youtube,0
37,XX8nPNCpyFg,삼성톡스앤필,상담 및 시술도 진짜 잘해주신다옹~ 믿고 방문 콜!!,쁘띠팩토리,20210112T02:56:17Z,Youtube,0
38,XX8nPNCpyFg,삼성톡스앤필,나이드니 확실히 관리한사람이랑 관리안햐사람 차이가 극몀합니다,ᄋᄋ,20210107T08:31:56Z,Youtube,1
39,XX8nPNCpyFg,삼성톡스앤필,상담은 무료라니 저도 시간나면 받아봐야겠어요,레체,20210107T08:17:14Z,Youtube,0
40,XX8nPNCpyFg,삼성톡스앤필,남자분들이 요즘은 더 외모에 신경을 많이 쓰이는것같아요 근데 그게좋아요,허니게임즈,20210107T08:17:10Z,Youtube,0
41,XX8nPNCpyFg,삼성톡스앤필,대인관계에서 외모도상당히 중요한데 직접상담받고  자기에게 알맞는 시술을 받으면 좋을것 같습니다,남황순현,20210107T07:59:43Z,Youtube,0
42,XX8nPNCpyFg,삼성톡스앤필,혼자서 고민하는것보다 선생님과 상담받는게 결정하는데 도움이 되겠죠~ 저도 좀더 고민해보고 문의하려고요,선미김,20210107T07:36:18Z,Youtube,0
43,XX8nPNCpyFg,삼성톡스앤필,남자도 관리가 중요하죠.저도 한번 상담받고 싶네여,길훈,20210107T07:34:13Z,Youtube,0
44,XX8nPNCpyFg,삼성톡스앤필,주위에 시술하는것에 관심 갖고 있는분들이 많은데 위 영상보니 상담해 보라고 얘기해쥐야겠네요.정보 검색하는것도 중요하겠지만 직접 만나고 상담하면서 얘기 듣는게 가장 좋은 방법일듯 싶어요.영상보면서 공감하는 부분이 많네요.영상 잘보고 갑니다.감사합니다.,金京南,20210107T07:21:01Z,Youtube,0
45,XX8nPNCpyFg,삼성톡스앤필,시술법도 다양하게 있네요~ 좋은 기회로 무료시술까지 ㅜ ㅜ 부러워요,흰둥이,20210107T07:17:30Z,Youtube,0
46,XX8nPNCpyFg,삼성톡스앤필,와우 공짜시술이라니 PD님대박부럽네요  일도하고시술도받고 꿩먹고알먹고네여,임태호,20210107T06:48:07Z,Youtube,0
47,XX8nPNCpyFg,삼성톡스앤필,피부과 상담받아본적이 없어서 저도 상담받아보고 싶네요,정애란,20210107T06:34:16Z,Youtube,0
48,XX8nPNCpyFg,삼성톡스앤필,남자도이뻐지고싶은욕구가있죠김에그피디님공짜시술넘나부럽다,김영자,20210107T06:18:40Z,Youtube,0
49,XX8nPNCpyFg,삼성톡스앤필,공짜 노노 협찬 자랑스러운 협찬 ^^ 저것도 플렉스한 원장님만 해준다우~~,쁘띠팩토리,20210112T02:58:06Z,Youtube,0
50,XX8nPNCpyFg,삼성톡스앤필,저도 가보고 싶어여 최대한 빠르게 예뻐질 수 있다면 얼마나 좋을까요,이쭈니,20210107T06:10:18Z,Youtube,0
51,XX8nPNCpyFg,삼성톡스앤필,너무 웃긴다 ㅋㅋ 여기 너무 럭셔리해보이네요 연예인들 많이 다닐 것 같아요,병맛뿜뿜%솔명,20210107T06:07:27Z,Youtube,0
52,XX8nPNCpyFg,삼성톡스앤필,상담 받으면 견적 나오겠죠 ㅋㅋ 저도 잘 생겨 지고싶네요 ㅋㅋ,hello hi,20210107T05:47:11Z,Youtube,0
53,XX8nPNCpyFg,삼성톡스앤필,올쎄라 나도 받고싶은데 피기님 공짜 시술 너무 부럽네. 좋은 직업~,더롹,20210107T05:40:30Z,Youtube,0
54,XX8nPNCpyFg,삼성톡스앤필,울쎄라도 좋은데 상담잘받으셔서 예뻐지시길~~,송민주,20210107T05:31:09Z,Youtube,0
55,XX8nPNCpyFg,삼성톡스앤필,상담을 세심하게 잘 해 주시네요^^ 속 시원한 결론까지 아주 최고셔요!! 제로핏 저도 욕심납니다~,taige h,20210107T05:29:16Z,Youtube,0
56,XX8nPNCpyFg,삼성톡스앤필,상담받아보고 싶네요 저한데 필요한시술이 뭔지 잘 알려주실거 같아요,황잭슨,20210107T05:29:05Z,Youtube,0
57,XX8nPNCpyFg,삼성톡스앤필,우와 깔끔이쁨 인테리어 예술이네요관리하는데  남녀노소 따로없죠시국좀 안정되면 집안식구들 완전체로 손잡고 가고싶네요 ㅎ,ᄋᄋ,20210107T05:28:52Z,Youtube,0
58,XX8nPNCpyFg,삼성톡스앤필,시티뷰가 보이는 삼성 톡스앤필!! 우리 톡스앤필 인테리어에 자랑이라옹~,쁘띠팩토리,20210112T03:05:19Z,Youtube,0
59,XX8nPNCpyFg,삼성톡스앤필,저런 멋진곳에서 예쁘게 시술하고 환골탈퇴하고 싶네요,써니,20210107T05:28:16Z,Youtube,1
60,XX8nPNCpyFg,삼성톡스앤필,혼자서 고민하기보다는 상담 받아보는데 수월하긴하죠,JH Y,20210107T05:28:02Z,Youtube,0
61,XX8nPNCpyFg,삼성톡스앤필,정말 남자도 이젠 관리받아야하는시대지요 외모가 상당한 영향을 미치니까요 상담은 꼭 받고 고민하는게 안하는것보다 좋습니다,박동구,20210107T05:27:50Z,Youtube,0
62,XX8nPNCpyFg,삼성톡스앤필,요즘 한국 남자들 관리하는거보면 진짜 깜놀해요,오키야,20210107T05:27:50Z,Youtube,0
63,XX8nPNCpyFg,삼성톡스앤필,시설좋은 곳에서 상담하고 시술 받고ᆢ거기다 검증 받고 경험 많은 의사분  만나면  덤으로 기분 업일듯요ㆍ,C.S Jang,20210107T05:26:51Z,Youtube,0
64,XX8nPNCpyFg,삼성톡스앤필,얼굴에 고민 없는 사람 없죠 원장님 꿀 재미까지 더해져서 너무 좋아요 응원합니다,easy 35,20210107T05:25:19Z,Youtube,0
65,XX8nPNCpyFg,삼성톡스앤필,상담받으면 속시원한 해결책이 나오겠죠?  어수선한 시국 조용해지면 과감히 결정하고 싶어요!,Euni Sun,20210107T05:23:04Z,Youtube,0
66,XX8nPNCpyFg,삼성톡스앤필,울쎄라..저도 받고싶어요. 둥근얼굴인데 진짜 효과있는지도 궁금해요,이n,20210107T05:22:20Z,Youtube,0
67,XX8nPNCpyFg,삼성톡스앤필,명품인들 울쎄라~~ ㅎ,쁘띠팩토리,20210112T02:57:07Z,Youtube,0
68,XX8nPNCpyFg,삼성톡스앤필,요새는 남여 가리지 않죠ㅋ피디는 시술받고 일거양득일세,전기장판,20210107T05:22:09Z,Youtube,0
69,XX8nPNCpyFg,삼성톡스앤필,요즘엔 남자들도 관리를 받는 시대니까 남성 토리들도 꿀잼 영상 보고 고고고,장정심,20210107T05:22:09Z,Youtube,0
70,XX8nPNCpyFg,삼성톡스앤필,요즘 시대엔 남자들도 외모 관리가 중요하더라구요. 제 남편에게도 알려줘야겠어요,Sun hee Jo,20210107T05:21:55Z,Youtube,0
71,XX8nPNCpyFg,삼성톡스앤필,저두 v라인 되고 싶네요. 영상보니 상담받고싶네요.,박광선,20210107T05:13:59Z,Youtube,0
72,XX8nPNCpyFg,삼성톡스앤필,ㅋㅋ남자도 관리를 해야죠~코로나가 지나가면 남편도 받아라해아겠네옿ㅎ,최지은,20210107T05:13:13Z,Youtube,0
73,XX8nPNCpyFg,삼성톡스앤필,저 피디는 일하면서 시술도받는 일타쌍피일세!,veritas jung,20201223T10:26:53Z,Youtube,1
74,XX8nPNCpyFg,삼성톡스앤필,오아ㅋㅋ저도 시술받으러가야게쓰용ㅎㅎ조만간갑니다,이쁜다은,20210107T07:46:48Z,Youtube,0
75,DKDYwDx1y6k,삼성톡스앤필,삼성 톡스앤필에 NO 스테로이드&#39; 지방분해주사&#39;로 큰 인기를 얻었던 &#39;제로핏&#39;!이젠 어느 지점이든 만나볼 수 있음!!말해서.. 뭐해~~ 너무 좋은 제로핏!!(아픔 ZERO)지방을 다스리는 지방령 제로핏창시자의 제로핏 마법소개 한 번 들어볼까??,톡스앤필,20201112T02:37:09Z,Youtube,1
76,DKDYwDx1y6k,삼성톡스앤필,지방세포 크기를 줄여주나요? 갯수를 줄여주나요?,옒,20210114T13:24:12Z,Youtube,0
77,AHTVs8iWfUY,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200908T09:26:24Z,Youtube,0
78,Px34zHCIHTU,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200812T08:25:42Z,Youtube,0
79,MQxAum-nK7c,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200812T08:23:10Z,Youtube,0
80,nU21pmgfC7I,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200812T08:15:28Z,Youtube,0
81,UdRSljLA8sk,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200812T08:09:56Z,Youtube,0
82,Pa0K62NsrhA,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200804T10:31:32Z,Youtube,0
83,YOqhB3fB9wM,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",톡스앤필,20200804T10:26:29Z,Youtube,0
84,YOyRK0vvhL8,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",정콘TV,20200729T10:57:26Z,Youtube,0
85,5gXj6agdjbM,삼성톡스앤필,"톡스앤필 삼성점 <a href=""http://www.toxnfill3.com/"">http://www.toxnfill3.com/</a>",정콘TV,20200723T09:20:24Z,Youtube,0
86,SjPNI-FxSds,삼성톡스앤필,TO. 끝없는 뷰티 욕망 덩어리 토리 친구들그대들을 위해서 쁘띠팩토리 공장장은날 것의 정보를 퀄리티 있는 정보로 업그레이드~하기 위해‘쁘티팩토리’를 365일 가동하겠어!           FROM. 쁘띠팩토리 공장장,쁘띠팩토리,20200714T06:31:32Z,Youtube,2
87,SjPNI-FxSds,삼성톡스앤필,우아 많이 배우고가네요~자주오께용 감사합니다,ksma26 kk_,20200808T02:07:56Z,Youtube,0
88,SjPNI-FxSds,삼성톡스앤필,쁘띠시술이 이런건지 오늘 첨 알았네요 좋은정보감사합니다,노근상이,20200808T02:05:48Z,Youtube,0
89,SjPNI-FxSds,삼성톡스앤필,"역시 전문가들이 신뢰가 갑니다,요세 다른 유튜버들 허위가 만은데 이래서 라이센스가 중요한가봄ㅋ",asd ssdd,20200808T02:03:56Z,Youtube,0
90,SjPNI-FxSds,삼성톡스앤필,쁘띠 의사샘들의 진솔한 애기 공감되는 애기들 이런 토크 좋습니다~~,박해진,20200808T02:01:23Z,Youtube,1
91,SjPNI-FxSds,삼성톡스앤필,병원에서 보는  샘 모습 이면에 친근하신 모습 볼수 있어 좋네요  부정확한 정보들로 힘들게 하는사람들도 많을텐데..정확한 정보 감사해요,jinigim17,20200808T02:00:59Z,Youtube,0
92,SjPNI-FxSds,삼성톡스앤필,쁘띠시술에대해 자세히 알려주셔서 감사합니다,박정숙,20200808T02:00:31Z,Youtube,0
93,SjPNI-FxSds,삼성톡스앤필,이름도 특이한 쁘띠 팩토리 의사님은 오랜 노하우와 축적된 기술로 고객의 상황을 정확히 파악하여 최선의 방법을 선택하여 최상의 만족도를 높여줍니다,박주영,20200808T01:37:28Z,Youtube,0
94,SjPNI-FxSds,삼성톡스앤필,쁘띠선생님들의 진솔한 토크를보니 환자분들을 편견없이 대해주는것같아요.,최현영,20200808T01:35:05Z,Youtube,0
95,SjPNI-FxSds,삼성톡스앤필,쁘띠시술에대해들어본적 있으나 의문점이 많앗는데 선생님의 알기쉬운 내용 감사합니다.,양민철,20200808T01:34:01Z,Youtube,0
96,SjPNI-FxSds,삼성톡스앤필,의사분들도 사람이었군요. 일반인과 다를게 없이 사는 내용이 재미있네요.,Daniel Jun,20200808T01:30:22Z,Youtube,0
97,SjPNI-FxSds,삼성톡스앤필,쁘티시술 좀 쉽게 생각했는데  영상을 보고 나니 잘 알아봐야 겠어요.,배선희,20200807T01:00:11Z,Youtube,0
98,SjPNI-FxSds,삼성톡스앤필,쁘띠 의사선생님의 진솔하고 친근한 이런 토크식 이야기가 친근감있고 좋아요~ 어디에서도 들어볼수없는 솔직한 쁘띠의사선생님들의 이야기 고맙습니다.,김미경,20200807T00:57:31Z,Youtube,0
99,SjPNI-FxSds,삼성톡스앤필,와~ 솔직한 방송이네요^^  재미있게 봤습니다!,Sh B,20200807T00:54:38Z,Youtube,0
100,SjPNI-FxSds,삼성톡스앤필,김태영의사-쁘티시술  잘못하면 안되는데 이분들 모두 자격증 따낸 분들이여서 잘하실겁니다.,조영란,20200807T00:53:40Z,Youtube,0
101,SjPNI-FxSds,삼성톡스앤필,쁘띠선생님들 덕분에 의사샘들에 대한 생각이 달라졌어요. 인간적이시고 유쾌하신 분들이네요.^^,Christine Chang,20200807T00:52:24Z,Youtube,0
102,SjPNI-FxSds,삼성톡스앤필,인물도 좋으시고 다들 유쾌하시네요 잘봤습니다,이정민,20200807T00:41:03Z,Youtube,0
103,SjPNI-FxSds,삼성톡스앤필,솔직한 대화 듣기 좋네요~ㅋㅋ 쁘띠시술 궁금증풀렸어요!,세아,20200807T00:27:59Z,Youtube,0
104,SjPNI-FxSds,삼성톡스앤필,의사분들 솔직한 토크가 재밌네요. 좋은 정보도 많이 알고 갑니다. 감사.^^,조이,20200807T00:27:55Z,Youtube,0
105,SjPNI-FxSds,삼성톡스앤필,요즘은 쁘띠는 누구나관심있고 많이하는데 쁘띠시술에 대해서 재치있게 말씀하셔서ㅎㅎ재밌어용,미또김,20200806T01:30:46Z,Youtube,0
106,SjPNI-FxSds,삼성톡스앤필,의사선생님들의 솔직한 의견과 유머스러운 모습을 보니까 너무 재밌는 것 같아욬 ㅋㅋ,tro as,20200806T01:30:23Z,Youtube,0
107,SjPNI-FxSds,삼성톡스앤필,쁘띠 시술에 대해 궁금한  것들이 많이  해소되었습니다. 여러 이야기 나누시는 모습 보기좋네요.쁘띠시술 받아보고 싶은 마음 생기네요~,김해,20200806T01:29:53Z,Youtube,0
108,SjPNI-FxSds,삼성톡스앤필,쁘띠선생님들 대화하시는개 잼나고 도움되는 내용도 많네요..너무 재밌어요..ㅋ,이화우,20200806T01:29:20Z,Youtube,0
109,SjPNI-FxSds,삼성톡스앤필,와 이건 유툽 아니면 쉽게 들을수 있는 내용이 아니네요ㅋㅋ 의사분들의 진솔된 토크 정말 시간가는줄 모르고 봤습니다^^,정우성유오성황정민감우성추성훈,20200806T01:29:00Z,Youtube,0
110,SjPNI-FxSds,삼성톡스앤필,쁘띠선생님들의진솔한토크넘잼있었어요 쁘띠시술한번상담받아보고싶네요,정현숙,20200806T01:28:44Z,Youtube,0
111,SjPNI-FxSds,삼성톡스앤필,병원에 보통 안가니 이런스토리도 재밌게 느꺼지네요 ㅎㅎ,구태원,20200806T01:23:24Z,Youtube,0
112,SjPNI-FxSds,삼성톡스앤필,쁘티시술이라는것이 있는거 영상보면서 처음알있네요 비한인드 스토리를 영상에서 진솔하게 얘기해주셔서 푹빠져서 시청했네요,영호지,20200806T01:17:57Z,Youtube,0
113,SjPNI-FxSds,삼성톡스앤필,의사는 냉정하고 감정이 부족한 분들이라 생각이 많았는데 영상을 보니 따뜻하시네여감사해여,주둥이,20200806T01:13:27Z,Youtube,0
114,SjPNI-FxSds,삼성톡스앤필,쁘띠 쌤들 너무 멋져요 믿고 시술 해도 좋을것 같아요,수니니,20200806T01:11:38Z,Youtube,0
115,SjPNI-FxSds,삼성톡스앤필,쁘띠시술 들어보기만햤는데 ㅎㅎ 원장님들 편히 설명을 해주시니 넘나 알아듣기 쉽고 재미있어요 ㅎㅎ,Y JEUNG CH,20200806T01:00:10Z,Youtube,0
116,SjPNI-FxSds,삼성톡스앤필,인간적인 얘기 잘들었습니다ㅎ,드노돈,20200806T00:58:32Z,Youtube,0
117,SjPNI-FxSds,삼성톡스앤필,쁘띠 선생님들이 모이셔서 대화하시는게 보기 좋습니다  쁘띠시술로 자신감을 찾을수 있다면야 저도 한번쯤 도전 해보고 싶습니다 새로운 사실도 알게되고 설명도 재미있게 해주셔서 저도 한번 상담 받아보고싶어요,김민혁,20200805T03:30:18Z,Youtube,0
118,SjPNI-FxSds,삼성톡스앤필,병원에 이런 비하인드 스토리랑 의사분들 얘기들으니까 너무 흥미롭고 재밌네요!!ㅋㅋㅋ 뭔가 인간적이기도 하곸ㅋㅋ,1 1,20200805T03:29:35Z,Youtube,0
119,SjPNI-FxSds,삼성톡스앤필,선생님들의 생각들을수 있어 좋네요 우리생각보다 참 여러 이야기들이 많이 나오니 정확한 지식과 정보가 중요함을 알수 있네오,jinigim17,20200805T03:27:45Z,Youtube,0
120,SjPNI-FxSds,삼성톡스앤필,힘든일도 많으시고 즐거운일도 있을거예요 힘내시고 솔직한 토크 좋았어요~,Jini kim,20200805T03:24:55Z,Youtube,0
121,SjPNI-FxSds,삼성톡스앤필,쁘티선생님들 모두 모이셔서  화기애애하네요 ㅎㅎ 재미있는 내용으로 가득하네요,이현정,20200805T03:23:32Z,Youtube,0
122,SjPNI-FxSds,삼성톡스앤필,선생님들 어찌 저리 훈남들이신지~^^  우리가 모르는 얘기들 들을수 있어 좋아요,이쾌분,20200805T03:22:58Z,Youtube,0
123,SjPNI-FxSds,삼성톡스앤필,딱딱하지도 않고 편하게 볼수 있는 영상이네요이런 편안한 토크형식의 방송을 좋아해서 딱 제 스타일인듯,이재명,20200805T02:57:00Z,Youtube,0
124,SjPNI-FxSds,삼성톡스앤필,의사선생님들이 모여서 이야기 하니깐 뭔가 엄청난 아우라가 풍기는거 같아요~^^,태교 명상 그리고 숙면,20200805T02:56:23Z,Youtube,0
125,SjPNI-FxSds,삼성톡스앤필,쁘띠수술 항상 관심잇엇는데 영상보니 더 관심생기네요,ᄋᄋ,20200805T02:53:37Z,Youtube,0
126,SjPNI-FxSds,삼성톡스앤필,여러 의사선생님들의 견해를들을수있어서 좋은거같아요,장수인,20200805T02:53:11Z,Youtube,0
